"","radiation","nightlight_450","nightlight_4950","nightlight_3150","nightlight_900","elevation","industry_1000","industry_100","industry_25","industry_3000","industry_300","industry_5000","industry_500","industry_50","population_1000","population_3000","population_5000","road_class_1_1000","road_class_1_100","road_class_1_25","road_class_1_3000","road_class_1_300","road_class_1_5000","road_class_1_500","road_class_1_50","road_class_2_1000","road_class_2_100","road_class_2_25","road_class_2_3000","road_class_2_300","road_class_2_5000","road_class_2_500","road_class_2_50","road_class_3_1000","road_class_3_100","road_class_3_25","road_class_3_3000","road_class_3_300","road_class_3_5000","road_class_3_500","road_class_3_50","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_1","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_1","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","mean_value","urbantype","S5p_b_Aug","S5p_a_Aug","S5p_01","S5p_02","S5p_03","S5p_04","S5p_05","S5p_06","S5p_07","S5p_08","S5p_09","S5p_10","S5p_11","S5p_12"
"141",3.365,4.852193,4.347025,6.109265,4.654715,226.188644,30090,0,0,1038615,0,1829115,2805,0,2800.533691,10326.207031,22561.037109,2385.63916,0,0,12329.618164,0,21715.886719,0,0,2188.503906,0,0,6960.117676,587.525879,19295.927734,1066.921021,0,28257.216797,253.833542,51.650944,75676.210938,3171.370117,167588.515625,8750.369141,123.371048,11.411222,5.221491,2.201718,-2.325821,3.984477,8.267252,8.927978,14.799125,20.410774,20.914053,20.931746,14.102087,394.352051,1.981675,2.212287,2.47448,1.998034,2.070698,2.234501,1.937385,1.660822,2.039111,2.023718,1.631394,1.937062,18.890436478374,3,6.41996441627497e-05,5.0405693117764e-05,7.32833061010027e-05,0.000110059677251345,9.2597732989978e-05,8.33523649635369e-05,4.83228997474834e-05,3.66385374727282e-05,3.28365505175925e-05,3.54417890999596e-05,4.97302694334135e-05,3.89834573145903e-05,8.17491775781955e-05,8.27751012803747e-05
"142",2.869914,1.144595,3.921278,2.288967,1.081397,59.357586,20400,0,0,192015,0,1173765,255,0,2453.772461,24658.408203,83451.820312,3476.691162,0,0,12514.005859,0,22606.605469,293.018494,0,0,0,0,0,0,9429.5625,0,0,10335.396484,297.240326,75.00074,117328.351562,1997.866333,349639.5,5893.14502,125.001678,12.878958,6.357362,3.876935,-0.337959,4.757855,8.307044,8.040133,14.988541,18.630432,18.783148,18.195307,13.939731,621.304199,4.03667,3.286178,4.025046,2.868056,3.656319,3.448313,2.865442,2.521489,3.146317,2.773952,2.507823,2.879308,22.7093334397692,3,8.45580472661741e-05,0.000101820781063506,0.000194555315829348,0.000155898968771166,0.000152611341141835,6.12187929054966e-05,7.29381881049146e-05,5.38500696001741e-05,6.05029798273603e-05,9.15385570437535e-05,9.62071997665058e-05,0.000109104439775959,0.000113475926740054,0.000103207455376858
"143",2.868974,6.018212,2.844135,3.774768,5.645939,120.79615,2040,255,0,418965,1275,638775,1275,0,4949.402344,25269.972656,60527.71875,0,0,0,12586.121094,0,45309.101562,0,0,884.508972,0,0,6378.149414,0,9161.923828,0,0,22017.121094,283.188416,88.289055,123450.945312,2542.277344,328277.53125,7748.590332,155.472839,12.6589,6.158607,3.617691,-0.805261,4.610463,8.159125,7.849182,14.816478,18.434402,18.615597,18.039389,13.755375,543.033997,4.065323,3.291159,4.055403,2.919026,3.677224,3.494395,2.87012,2.530172,3.151472,2.806321,2.526948,2.919643,22.5452374019403,3,7.72487458980205e-05,8.81185355356163e-05,0.000143198240411105,0.000115035420469372,0.000142801178375553,5.1167014220225e-05,6.23203052895303e-05,5.14851902257571e-05,5.75886467476111e-05,6.88985730093849e-05,8.76977551610032e-05,0.000100260456496722,9.61172189144305e-05,9.49917818458308e-05
"144",2.974361,26.753246,6.178798,9.396151,22.409811,80.248428,2040,0,0,226440,0,1261740,0,0,8883.285156,51543.097656,91673.765625,8677.790039,0,0,34005.570312,296.881226,76544.84375,3903.921387,0,2798.196045,0,0,20680.326172,0,34679.039062,1070.031494,0,34187.804688,766.949951,78.602142,198103.484375,3522.577881,365128.71875,8667.107422,198.14917,11.764156,5.706137,3.273993,-1.43478,4.086779,7.645923,7.82544,14.657855,18.626057,19.189764,18.320419,13.454855,457.864075,2.975134,2.606291,3.126552,2.508378,3.026791,2.91769,2.38324,2.131336,2.461983,2.429465,2.087006,2.364238,40.6480410931301,3,7.55915810341685e-05,6.72479314882661e-05,0.00011340843590267,0.000116438081942497,0.000146720649354393,6.50473042268866e-05,6.05972743170704e-05,4.31387702634284e-05,5.91905336909757e-05,5.08110246407197e-05,6.05594980803622e-05,5.32865501252853e-05,9.99638182347725e-05,9.03913082765939e-05
"145",2.973387,24.961893,6.086549,8.86361,21.206989,78.026672,0,0,0,55845,0,1234965,0,0,7121.268066,46916.28125,88794.734375,10047.045898,450.354065,77.75367,45817.410156,1580.4104,70781.640625,1984.299683,178.788528,1225.930176,254.240005,56.754227,18990.472656,648.180969,36732.238281,998.636353,104.12915,30907.275391,301.951508,0,191302.296875,3839.60083,355182.71875,9345.22168,50.101551,11.756659,5.694851,3.261224,-1.446873,4.076201,7.64083,7.821432,14.651727,18.622551,19.18815,18.319189,13.446202,456.223175,2.976063,2.607394,3.128548,2.509835,3.024913,2.918504,2.382496,2.130085,2.463302,2.430544,2.087697,2.364882,34.4321714933533,3,7.55915810341685e-05,6.72479314882661e-05,0.00011340843590267,0.000116438081942497,0.000146720649354393,6.50473042268866e-05,6.05972743170704e-05,4.31387702634284e-05,5.91905336909757e-05,5.08110246407197e-05,6.05594980803622e-05,5.32865501252853e-05,9.99638182347725e-05,9.03913082765939e-05
"146",2.854229,8.455084,7.947291,11.083234,9.418387,65.4617,4590,0,0,641325,0,1243380,0,0,9288.334961,58241.398438,134634.65625,6849.850098,0,0,18265.166016,978.159302,49176.46875,2426.658936,0,3282.424805,0,0,13899.045898,0,23442.511719,1080.523682,0,30761.492188,178.423615,0,159455.21875,2420.00293,443501.9375,6625.235352,21.113302,12.894279,6.430395,4.017755,-0.086767,4.528027,8.152336,8.129689,15.077152,18.679634,18.80031,18.234795,13.971439,527.428772,3.865278,3.145602,3.751328,2.711167,3.603101,3.187057,2.870242,2.548545,3.082026,2.669382,2.479469,2.726595,18.3426845246071,3,6.93803435344036e-05,9.32810747871026e-05,8.79051064354523e-05,0.000164065386771771,9.77957289725426e-05,4.8274533561721e-05,4.98217413084554e-05,4.79042867298024e-05,4.9317688407877e-05,6.7745596114883e-05,7.57873119985515e-05,0.000110583917665971,0.000128802818417976,0.000122493002113392
"147",3.114096,8.723632,2.99026,5.073044,8.243697,379.247589,32130,0,0,488580,0,956760,24225,0,5894.044922,26526.382812,41623.007812,0,0,0,10728.023438,0,23248.902344,0,0,0,0,0,2339.48291,0,7031.459473,0,0,34630.960938,523.818176,77.519135,148706.015625,3114.922363,230093.546875,8556.857422,133.060501,11.613132,5.279435,2.791891,-2.180027,4.300654,8.01716,8.497489,15.04214,19.790758,19.882235,19.17602,13.454151,308.490967,2.590982,2.63023,3.186007,2.644645,2.840484,3.080348,2.223524,2.084647,2.545419,2.501094,2.031124,2.251131,15.7362383942588,3,3.87168740416726e-05,4.38353480405996e-05,5.32731561785719e-05,4.9915299273707e-05,5.36877793319327e-05,5.4766787685089e-05,4.2750359511956e-05,2.36098843294289e-05,2.55631811982673e-05,2.63208042153478e-05,4.26808900707332e-05,3.35323594006866e-05,6.96339251076585e-05,5.71549307058453e-05
"148",2.853492,16.647717,8.335012,13.702876,17.370323,68.426254,510,0,0,401880,0,1114860,0,0,9152.232422,74111.90625,141738,0,0,0,16654.083984,0,30155.730469,0,0,2440.679688,0,0,16598.277344,0,28925.347656,524.585571,0,36212.019531,717.449097,101.6082,226470.84375,4908.664551,459068.84375,11065.681641,280.794983,12.900142,6.43889,4.018116,-0.081975,4.515879,8.154043,8.136471,15.080071,18.672493,18.787653,18.23608,13.979394,526.185669,3.854782,3.134523,3.732303,2.700524,3.591082,3.172795,2.869055,2.546254,3.071608,2.659289,2.477314,2.715734,38.8473064369529,3,7.20472541892112e-05,8.87578086782477e-05,8.94039573419529e-05,0.000162808498850138,0.000103667722332432,5.06752774048219e-05,5.21331478941028e-05,4.88966942553651e-05,5.21750389603246e-05,6.3314519659858e-05,7.16837793822093e-05,0.000110560857584708,0.000115255039938413,0.000117247068376277
"149",3.348185,5.249949,11.842249,9.157723,5.189812,280.333344,0,0,0,340680,0,2146845,0,0,4593.974609,59550.296875,168642.734375,0,0,0,13899.626953,0,51946.597656,0,0,2298.750732,177.185242,0,14959.414062,630.347961,39175,1037.679565,0,22840.402344,110.371155,0,181010.359375,1251.691162,499449.9375,4317.947266,0,11.125635,4.677823,1.643981,-3.225876,3.893353,8.261354,8.842359,14.540933,19.736244,20.226601,20.264347,13.597706,373.380402,1.765724,1.919781,2.128991,1.877086,1.889176,2.096375,1.722794,1.55632,1.816887,1.791241,1.431797,1.6702,17.4133531966641,3,5.8973168745395e-05,5.17678502718041e-05,5.79324715886446e-05,8.74390037177921e-05,7.81983537092165e-05,7.3002367184387e-05,4.0629732812323e-05,3.9263285749777e-05,3.77785981116472e-05,3.37406596201463e-05,5.15630847873436e-05,4.42039839246617e-05,7.22098558283409e-05,8.28646754529521e-05
"150",2.887342,5.751446,4.106417,6.887848,6.348207,77.134903,45900,0,0,1515465,0,2140980,0,0,4334.291504,30850.761719,56790.671875,0,0,0,20526.015625,0,61608.96875,0,0,2118.423584,0,0,16218.597656,0,26246.650391,0,0,18660.714844,333.496155,76.132004,128584.257812,2450.074219,258995.546875,6676.457031,188.140991,12.622459,6.131101,3.614659,-0.741311,4.541611,8.105719,7.777163,14.720532,18.339939,18.561497,17.98983,13.704926,567.574768,4.023921,3.257621,4.027556,2.883667,3.651265,3.447317,2.849464,2.467875,3.104556,2.769194,2.503559,2.875118,20.5929431343483,3,7.53751100648034e-05,8.81957954128941e-05,0.000102071002402226,0.000129863058995957,0.000166495502131978,5.43528588188824e-05,6.05879347197267e-05,4.92530502965356e-05,5.34147825842541e-05,7.23668258522354e-05,9.33963205427644e-05,9.70083550312869e-05,9.49811509289556e-05,9.21361139028936e-05
"151",2.933665,0.248373,0.769906,0.192582,0.153086,539.889343,0,0,0,0,0,241995,0,0,4.581027,681.107483,16710.808594,0,0,0,1001.99939,0,28371.310547,0,0,0,0,0,0,0,6125.819336,0,0,0,0,0,5267.679688,0,152495.765625,0,0,11.299633,5.281309,2.792198,-2.093487,3.737586,7.354687,7.275529,14.15695,17.940689,18.534033,17.72086,12.820228,413.632874,2.978265,2.57973,3.095535,2.545327,3.066403,2.954171,2.445179,2.143182,2.498127,2.429231,2.120418,2.333271,8.16197609973163,1,5.23624991375612e-05,4.92439565504395e-05,6.29862674532051e-05,7.5953334665091e-05,8.83596549854351e-05,5.70969085781754e-05,3.84553175497509e-05,3.08083016310079e-05,4.35839208773698e-05,3.1930128860015e-05,4.56925304772078e-05,5.04247470344074e-05,5.28467727587454e-05,7.12998507761988e-05
"152",3.107025,0,0.091538,0.010037,5.3e-05,891.507446,0,0,0,0,0,0,0,0,0,20.782921,1616.718506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.613892,0,0,17133.587891,0,48649.429688,0,0,10.208703,3.823111,0.521027,-4.133535,2.893457,7.037552,7.349809,13.281861,18.604967,18.874165,19.03558,12.304984,283.904572,1.865997,2.033521,2.24253,1.946874,1.991273,2.158484,1.823407,1.580328,1.965494,1.939562,1.544759,1.829292,3.49681100415613,1,4.26242823207693e-05,3.39587279027228e-05,3.08181424770737e-05,5.44303926230775e-05,6.50601010488058e-05,6.2910814621307e-05,3.44420932423172e-05,2.87042927268754e-05,2.58171408886812e-05,2.28857562606804e-05,4.07032372866424e-05,2.29122222991576e-05,6.05258564710973e-05,3.89582902801262e-05
"153",3.084503,23.321482,5.460698,8.69941,20.835039,238.714767,0,0,0,477615,0,626535,0,0,7186.183594,37277.140625,57797.875,0,0,0,12760.414062,0,42890.269531,0,0,3785.918945,0,0,23186.171875,768.62915,34568.707031,1532.535522,0,47428.632812,456.999847,26.362654,197741.84375,3016.899902,282953.96875,9060.65918,150.278625,11.7585,5.384755,2.883819,-2.122053,4.109865,7.890707,8.431265,14.995175,19.374128,19.750259,19.009323,13.46664,348.566162,2.9975,2.875638,3.536958,2.713568,2.98426,3.186038,2.369922,2.171943,2.634745,2.645737,2.152105,2.406906,20.3621520853894,3,5.61562086076088e-05,5.70275028762035e-05,6.0370765074215e-05,8.04251494890435e-05,8.59447184160628e-05,6.64521309645377e-05,5.52134392041984e-05,3.34692935053311e-05,3.83333981583631e-05,3.66764277303401e-05,5.37961464120109e-05,4.9790322052611e-05,6.55655119293222e-05,7.83722317876046e-05
"154",3.238942,26.857052,20.710855,21.617664,26.705608,136.551529,564570,2550,765,2973810,19635,4112385,113730,1530,7293.02832,63206.65625,161400.546875,0,0,0,5783.606445,0,21050.263672,0,0,3794.306152,0,0,15881.607422,0,29988.183594,1102.602661,0,12828.742188,0,0,165448.9375,621.386475,431270.0625,2077.049805,0,12.333086,6.001055,3.264107,-1.60463,4.982056,8.916265,9.435351,15.576573,20.592411,20.857807,20.368532,14.609917,455.110168,1.964574,2.274747,2.72477,1.904557,2.094832,2.350861,1.846353,1.541121,2.024737,1.928059,1.421413,1.845827,23.8029863700786,3,7.08039428776537e-05,5.87021211552888e-05,6.01357895958812e-05,0.00014921793107786,9.39133706616356e-05,7.30331769074719e-05,5.29645417393727e-05,3.87508611203197e-05,4.0599300310332e-05,4.10949113861154e-05,5.83937473476999e-05,5.28726327119976e-05,6.79234999552136e-05,0.00010211799290037
"155",3.045759,0,0.030955,0.010172,0,587.853821,0,0,0,0,0,0,0,0,0,60.831352,1032.604004,0,0,0,0,0,0,0,0,0,0,0,0,0,7410.180176,0,0,0,0,0,6603.521973,0,24362.376953,0,0,11.560457,5.127138,2.563903,-2.608803,4.042406,7.818454,8.28186,14.861855,19.469353,19.627874,18.936047,13.229151,308.825134,2.776437,2.797914,3.392459,2.694027,2.891685,3.140251,2.33756,2.148179,2.614518,2.596281,2.092541,2.327489,4.96214986141751,1,3.9726844688259e-05,4.27315982748128e-05,2.807548988433e-05,3.98862768828522e-05,6.89786748635081e-05,5.19298586041358e-05,5.16820599309211e-05,2.63341727461012e-05,2.85432229228285e-05,2.80720701777314e-05,4.5128307621467e-05,5.26985160717437e-05,4.49852058441545e-05,5.51161983144658e-05
"156",3.318806,23.577782,9.693018,16.627487,23.888611,264.806274,3570,0,0,566865,0,1710795,3570,0,13219.789062,98678.320312,156411.1875,3894.800293,0,0,29832.324219,0,66339.992188,0,0,7645.38623,0,0,34993.691406,0,43461.210938,878.256409,0,25634.511719,104.68438,0,216030.78125,2196.369385,336887.1875,6504.321777,0,11.286255,4.94048,1.512455,-3.406421,3.908601,8.112327,8.823934,14.840837,20.061546,20.320055,20.345224,13.838493,373.205627,1.942358,2.140032,2.388517,1.9279,2.013583,2.186032,1.844926,1.592178,2.008497,1.987905,1.540763,1.873731,18.4541168672157,3,6.32318778690798e-05,5.11983897618183e-05,7.93988689237294e-05,0.00012164218745584,8.68394867475292e-05,8.08226991089317e-05,4.31286227642172e-05,3.53791948748208e-05,3.40763079229227e-05,3.12224729855032e-05,4.86260650827051e-05,4.51818712916342e-05,9.09639251665217e-05,8.42070503733683e-05
"157",3.273614,14.810553,8.177839,11.272307,14.018996,292.332886,12495,0,0,142035,12495,1074825,12495,0,8283.125977,58754.199219,133256.78125,1556.710938,0,0,11169.078125,113.770477,40996.789062,547.126099,0,4590.331055,231.658493,0,20407.730469,1117.826538,36320.308594,1652.049072,0,22564.458984,260.912842,50.924477,157149.921875,3218.384766,321269.34375,8612.364258,105.363136,10.732821,4.310789,0.731352,-3.981724,3.353813,7.527447,8.10397,14.110217,19.302979,19.530079,19.642899,13.055289,361.776367,1.932568,2.107334,2.317248,1.964568,2.0372,2.204526,1.856379,1.608823,2.017204,1.99277,1.568769,1.877427,49.6009117628364,3,6.0719692040697e-05,4.95039107325408e-05,8.31306213581425e-05,0.000104499703791372,8.26519059657593e-05,8.01833465168457e-05,4.62370392392516e-05,3.47437101181876e-05,3.38579394401448e-05,3.04517107858667e-05,4.82394210824384e-05,3.80901880670343e-05,8.58125203368687e-05,8.3659609724738e-05
"158",3.104384,20.986294,3.150811,6.04797,17.981026,109.954109,0,0,0,94605,0,96645,0,0,7547.065918,28796.511719,48575.867188,0,0,0,15185.329102,0,25228.023438,0,0,2053.591797,0,0,10451.365234,100.912918,21163.722656,630.586975,0,34879.46875,431.446808,57.966373,124103.804688,3763.24292,253074.75,9320.554688,97.060394,11.891194,5.59586,3.175369,-1.488784,4.021922,7.819133,8.303521,14.896709,19.237879,19.846502,18.992054,13.679942,450.708099,2.748486,2.560459,3.127176,2.475456,2.72465,2.887018,2.296218,2.011302,2.448886,2.471722,2.054738,2.241921,22.9065039382203,3,6.40696278479273e-05,6.66726077644034e-05,9.63244844256035e-05,0.000110270219461067,9.69752510932837e-05,6.59944195929517e-05,4.72080732268564e-05,3.71768039521992e-05,4.30902288867966e-05,3.94029702772519e-05,5.45054486753243e-05,7.23035586660621e-05,0.000105161265249299,0.000110157301173023
"159",3.187401,0.050873,0.123493,0.063585,0.069005,1205.9375,0,0,0,5865,0,6120,0,0,22.077715,693.375061,3193.461914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.085205,0,0,33240.6875,0,69786.101562,0,0,9.671498,3.092971,-0.734012,-4.933761,2.216636,6.422408,6.67249,12.655395,17.766201,17.911324,18.197021,11.535582,271.070709,1.917868,2.05691,2.210046,2.01576,2.07002,2.233604,1.86659,1.633521,2.027627,1.997707,1.603428,1.876486,2.12193067437837,1,4.07891263808791e-05,3.54560215097171e-05,5.83073916236362e-05,5.3408989076503e-05,5.40453732510225e-05,5.66828901057777e-05,3.45654404251642e-05,2.4950629505961e-05,2.64114373165601e-05,2.48869112255667e-05,3.55068671595194e-05,2.53710795998849e-05,7.08662678910667e-05,4.33515330822573e-05
"160",2.766,0.710333,0.160407,0.273266,0.644809,18.972542,0,0,0,4845,0,48450,0,0,1026.270752,3560.619629,5751.269531,0,0,0,0,0,0,0,0,0,0,0,0,0,6990.327148,0,0,16904.683594,0,0,55048.292969,534.396973,89509.578125,3870.721436,0,12.757219,6.656966,3.97168,0.523502,3.749583,7.595603,7.958906,14.328317,17.410446,17.676842,17.586082,13.819375,384.790833,3.92046,3.180073,3.634589,2.59091,3.642233,3.038604,3.080877,2.66149,2.947277,2.52082,2.618105,2.710166,13.0737480854642,2,5.36888691806772e-05,5.66732826738297e-05,1.6968655779299e-05,0.000111322619754433,5.22336100655757e-05,4.91259588108151e-05,4.75929964139461e-05,4.72953423478068e-05,3.75096032955453e-05,4.60646013051337e-05,2.7300823815593e-05,8.37241033743406e-05,7.23385951299808e-05,6.28702737992484e-05
"161",2.877347,0.140133,0.539218,0.712502,0.376899,474.353668,5865,0,0,141270,0,464355,0,0,123.163193,9878.220703,19375.806641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.440186,0,0,92116.273438,0,191621.546875,0,0,10.641773,4.622695,1.698546,-3.346177,2.939162,6.665607,6.580629,13.573252,17.093275,17.652233,16.972347,12.185333,341.095367,3.170236,2.61485,3.251112,2.72676,3.173929,3.061265,2.608425,2.222763,2.663664,2.516865,2.216175,2.401471,7.54566219571411,1,4.77102995078624e-05,5.05011917400482e-05,4.72357732743603e-05,6.79729317299327e-05,6.56036304917264e-05,5.12905035793367e-05,4.58187869957451e-05,3.66512860571168e-05,3.77692011613909e-05,3.27866781655369e-05,4.91531410386939e-05,4.4382230156353e-05,7.15549886487716e-05,6.06519667173673e-05
"162",2.818114,15.651474,7.134025,10.986882,16.2029,70.249222,255,0,0,629595,0,1271430,0,0,7360.567383,50543.859375,95835.773438,0,0,0,11645.548828,0,54264.734375,0,0,5498.407227,351.793579,111.982368,16022.518555,1059.510986,17842.376953,1683.866089,191.418579,34178.453125,306.135925,0,224154.9375,2909.519287,451367.8125,9137.082031,8.953498,12.479557,6.096865,3.66648,-0.198207,3.860052,7.704889,7.70982,14.560141,17.87825,18.083984,17.767948,13.620018,442.330017,3.781517,3.062335,3.589718,2.57649,3.502758,3.014774,2.907072,2.4789,2.937932,2.540527,2.493828,2.635144,43.9329204369368,3,6.39321026865711e-05,7.98792920003675e-05,3.7545543888067e-05,0.000136998866513223,8.65370142971292e-05,6.05317730146397e-05,4.11733352424143e-05,4.53753745611005e-05,4.65956229211742e-05,6.35998454818331e-05,6.41668001072632e-05,9.83369214909063e-05,0.000106521424359637,8.20712676434334e-05
