"","X","Longitude","Latitude","wkd_day_value","wnd_day_value","wkd_night_value","wnd_night_value","radiation","nightlight_450","nightlight_4950","nightlight_3150","nightlight_900","elevation","industry_1000","industry_100","industry_25","industry_3000","industry_300","industry_5000","industry_500","industry_50","population_1000","population_3000","population_5000","road_class_1_1000","road_class_1_100","road_class_1_25","road_class_1_3000","road_class_1_300","road_class_1_5000","road_class_1_500","road_class_1_50","road_class_2_1000","road_class_2_100","road_class_2_25","road_class_2_3000","road_class_2_300","road_class_2_5000","road_class_2_500","road_class_2_50","road_class_3_1000","road_class_3_100","road_class_3_25","road_class_3_3000","road_class_3_300","road_class_3_5000","road_class_3_500","road_class_3_50","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_1","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_1","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","mean_value","Countrycode","AirQualityStation","Altitude","MeasurementType","AirQualityStationType","AirQualityStationArea","EquivalenceDemonstrated","MeasurementEquipment","InletHeight","BuildingDistance","KerbDistance","rf10f_pre","xgb10f_pre","lasso10f_pre","rf_all_pre","xgb_all_pre","lasso_all_pre","urbantype","urbantype_chara","Bui_500","Bui_200","rooftotal","ID","svfmin5m"
"55",55,5.4289,51.44528,33.60234226689,23.721304664723,26.6980369989723,23.3072171651495,2.874755,17.790232,21.293411,24.384542,18.787004,20.339964,24735,0,0,1815855,0,3931845,0,0,4133.082031,54386.527344,148660.171875,13805.481445,326.731628,0,35505.917969,2201.012939,78864.078125,5260.832031,25.136316,0,0,0,16773.054688,0,41934.445312,0,0,22955.160156,0,0,226627.46875,488.746582,542384.75,3813.727051,0,13.624385,6.977133,4.63047,1.070399,5.619106,8.780151,8.654588,15.512208,19.325281,18.672777,18.309086,14.329782,543.919067,3.832345,3.103076,3.844303,2.844627,3.645808,3.491542,2.80552,2.799388,3.303661,2.794463,2.459446,2.93543,29.0958695549025,"NL","STA-NL00237",18,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,10,2,25.7544610120326,28.3000087738037,25.7544610120326,29.5628458843231,29.1595573425293,26.4399717762566,3,"urban",0.00717798345569686,0,0,"B55",1
"56",56,5.472783,51.469722,27.0982510344828,19.9582040816327,23.3904196816208,20.6532657926103,2.869965,34.512154,19.928152,23.214287,29.284971,20.484095,5865,0,0,396525,0,3562350,0,0,9200.098633,64402.429688,138848.59375,0,0,0,5418.054688,0,70025.867188,0,0,336.783966,0,0,29414.376953,0,54095.03125,0,0,26017.330078,379.165894,50.621174,218060.234375,2543.07959,505229.25,7615.117188,135.274292,13.611561,6.975702,4.62532,1.068663,5.596543,8.762812,8.647798,15.498949,19.305593,18.660892,18.302933,14.327196,542.753357,3.841297,3.109746,3.847134,2.852052,3.657768,3.49384,2.815863,2.803331,3.31048,2.794868,2.465288,2.937447,24.2416169840325,"NL","STA-NL00236",17,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,32,2,27.9481264694605,29.6766510009766,27.9481264694605,26.4387250938416,24.7816562652588,28.3161732727812,3,"urban",0.0972963802944645,0.0493475210886615,1022.2,"B56",0.487235662785906
"57",57,5.57349157,52.91691589,10.3301154604337,7.24922330097089,10.0640364711681,9.27763702801461,2.885263,0.006087,0.227043,0.343637,0.034235,0.083533,0,0,0,110670,0,125970,0,0,17.729673,3528.32373,5292.86084,0,0,0,1186.185425,0,6340.901367,0,0,1812.120239,0,0,6036.491699,0,8592.229492,399.373596,0,0,0,0,15973.47168,0,31954.970703,0,0,13.637676,8.35041,5.175065,2.215662,4.197563,7.807972,8.569675,13.960112,17.207623,17.629665,17.607477,14.499416,357.946655,7.77591,6.305754,7.094251,5.472537,6.990092,5.750248,5.886435,5.006946,5.772066,5.066587,4.864278,5.17194,9.57969067714716,"NL","STA-NL00918",1,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,-999,-999,10.6772824522607,10.6163196563721,10.6772824522607,10.0342361721992,10.0009546279907,10.8224715075041,1,"rural",0.688281149984643,0.996701314370683,5972.79,"B57",0.377088317281559
"58",58,5.593378,52.423211,14.2909560867148,9.6342748091603,14.079793814433,12.2333578431373,2.86751,0,0.140715,0.082444,0.004953,-2.288129,0,0,0,0,0,0,0,0,148.189514,1362.798584,3690.084961,1496.935547,0,0,16909.832031,0,31915.486328,0,0,0,0,0,0,0,0,0,0,0,0,0,7558.783203,0,29412.359375,0,0,13.46531,7.4847,4.700627,1.45942,4.639046,8.039403,8.504839,14.661911,18.029219,17.944147,17.645195,14.145163,456.251953,5.152012,4.034492,4.710863,3.652645,4.764188,4.130362,3.889183,3.565667,4.098847,3.472309,3.251008,3.57708,13.1577307077252,"NL","STA-NL00617",1,"automatic","background","rural-regional","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,12.122289117714,11.6727533340454,12.122289117714,12.3421002631187,12.8294906616211,12.1282746621318,1,"rural",0.0152809521218918,0.06645639931991,342.53,"B58",0.0930748067638421
"59",59,5.708619,52.1125,16.7848592715232,10.5888828337875,15.5472603406326,13.7554939759036,2.810282,2.550621,0.787651,0.568047,1.999478,19.187271,45645,0,0,51765,0,139740,0,0,1502.014648,5184.955566,14989.836914,0,0,0,0,0,0,0,0,0,0,0,2524.286621,0,17958.240234,0,0,6698.370117,21.065201,0,18340.900391,600.341064,47160.957031,3048.93457,0,13.181109,6.837687,4.313868,0.708484,4.717651,8.002385,8.264535,14.808172,18.369223,18.104603,17.691036,13.878709,460.819305,4.238411,3.346581,3.9978,3.039469,3.973661,3.580124,3.127454,3.038859,3.483814,2.943677,2.727873,3.074393,15.0214958907311,"NL","STA-NL00738",18,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,12.7995032370359,14.4956703186035,12.7995032370359,14.8955423336029,14.8944606781006,12.8143177632063,3,"urban",0.364893627586037,0.482161821578603,24711.4,"B59",0.174520700941679
"60",60,5.853614,51.541111,18.4474675137164,12.5565893108298,21.4763765903308,19.2445566502463,2.875787,1.877136,0.46017,0.671254,1.665023,29.55526,0,0,0,6375,0,6375,0,0,446.384308,2732.167725,5470.791504,0,0,0,0,0,0,0,0,2559.071289,0,0,8072.863281,572.360291,12584.393555,1388.469482,0,379.341309,0,0,7551.720703,0,26643.136719,0,0,13.518122,6.951046,4.589555,0.962787,5.504688,8.730061,8.594211,15.451522,19.253229,18.752703,18.37175,14.346964,542.056396,3.822623,3.097557,3.802221,2.825506,3.627084,3.426921,2.794877,2.733366,3.240678,2.751035,2.440082,2.889998,18.1224775539348,"NL","STA-NL00131",28,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,-999,-999,11.7637650796935,13.6978197097778,11.7637650796935,17.0176641821861,17.2036380767822,11.9507087649463,2,"suburban",0.306236102178483,0.515470429838934,13855.59,"B60",1
"61",61,5.858061,51.838889,25.0779983296214,17.9177414965986,22.0903602726388,19.6483432657926,2.86043,39.34589,10.446077,15.049955,34.092236,35.437748,0,0,0,735675,0,1686060,0,0,11547.980469,66054.960938,118073.96875,0,0,0,0,0,862.59906,0,0,3723.980957,0,0,33225.78125,944.299866,57083.617188,2098.717773,0,48067.484375,552.536072,0,246128.09375,5378.666992,466586.125,12763.964844,49.812843,13.385171,7.047056,4.48294,0.696693,5.046336,8.366309,8.558374,15.055827,18.667559,18.453711,18.101946,14.202358,534.44751,4.062963,3.241,3.901013,2.942578,3.824504,3.474775,2.995589,2.866949,3.343829,2.847043,2.57601,2.968547,22.4856874846375,"NL","STA-NL00742",30,"automatic","background","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",4,-999,-999,31.0715835819816,26.084077835083,31.0715835819816,25.7133350162506,22.6807746887207,30.9131024792577,3,"urban",0.0851115627866154,0.136250489369065,13049.95,"B61",0.782544981664532
"62",62,5.858061,51.848889,37.3018762196821,27.7622046703296,27.3762437562438,25.4839902080783,2.862329,37.318588,10.326776,14.635687,32.443108,17.279985,26520,0,0,698190,0,1937745,0,0,8945.796875,61046.726562,113519.59375,0,0,0,0,0,3913.75415,0,0,2380.163086,0,0,27584.693359,0,54919.550781,0,0,31650.707031,371.336456,66.430496,223846.8125,3589.074463,431280.28125,9040.597656,93.203278,13.376354,7.042905,4.475932,0.681086,5.027,8.345879,8.54881,15.040867,18.647924,18.440655,18.086679,14.190943,534.44751,4.071396,3.246195,3.904693,2.946285,3.830769,3.477108,3.002056,2.872894,3.348487,2.850373,2.581025,2.971696,31.9960371464531,"NL","STA-NL00741",30,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,6,1,26.9877887510073,24.0089855194092,26.9877887510073,29.8826927032471,30.8908138275146,27.1427700208482,3,"urban",0.37713307169412,0.576803099000405,17799.04,"B62",0.842734071841029
"63",63,5.882236,50.903056,15.4970505617978,11.1189944903581,13.9250024912805,12.8752657601978,2.962472,3.04172,4.408761,3.531906,3.026307,89.901382,0,0,0,42585,0,732870,0,0,1149.362793,11195.65625,46355.03125,0,0,0,23247.910156,0,61438.832031,0,0,0,0,0,0,0,3971.729492,0,0,9176.598633,162.930679,0,67371.976562,2445.308105,222133.09375,5517.651367,26.769812,13.148648,6.483363,4.217628,-0.166556,5.553114,8.798487,8.137206,15.156188,18.995398,18.744261,18.224545,14.037875,601.004456,3.924276,3.223777,4.069676,2.950606,3.63132,3.657378,2.627879,2.601411,3.204885,2.940122,2.49032,3.021074,14.0391441693433,"NL","STA-NL00133",96,"automatic","background","suburban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",4,-999,-999,18.3535410495394,17.939416885376,18.3535410495394,15.8110791540146,15.147439956665,18.6391145435699,2,"suburban",0.199579146721514,0.188386606057471,46253.68,"B63",0.940015358094411
"64",64,5.971114,50.888056,31.0342359932088,20.1386046511628,23.4140997229917,18.7344923504868,2.950367,35.18055,8.786116,11.423143,27.678261,108.354134,5610,0,0,386580,0,2156280,0,0,6743.858887,39561.695312,93685.695312,5940.37207,0,0,35240.449219,47.761513,63074.515625,2328.811768,0,716.226318,0,0,20442.03125,0,27423.125,0,0,32884.695312,536.083313,114.584747,161746.453125,4811.183105,374976.71875,10896.618164,172.234039,13.12496,6.468241,4.181907,-0.27746,5.493981,8.747482,8.10542,15.109265,18.972116,18.742201,18.220514,14.011225,584.337891,3.948287,3.247872,4.094591,2.963338,3.647729,3.667121,2.649323,2.587481,3.205028,2.944649,2.497994,3.024914,25.9731553263177,"NL","STA-NL00136",100,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,1,5,28.215736508524,34.0975875854492,28.215736508524,27.6748193225861,26.494457244873,28.1713517789037,3,"urban",0.028286003272413,0.0670611667928199,249.07,"B64",0.574404321028913
"65",65,5.986853,50.900317,17.6691502360456,12.7786363636364,17.0721109474718,15.9923536895674,2.947938,9.061819,9.315423,11.310719,9.970641,98.681236,0,0,0,416160,0,1923465,0,0,4367.78418,42259.210938,107673.492188,0,0,0,10384.922852,0,72221.46875,0,0,5634.279297,0,0,16740.136719,0,29304.087891,0,0,24078.570312,199.573334,28.404245,191633.328125,2844.081787,426063,7835.229492,71.96463,13.120667,6.465508,4.175598,-0.297828,5.483125,8.737811,8.099638,15.100677,18.968184,18.742004,18.219658,14.006255,594.487915,3.952547,3.252191,4.099056,2.965571,3.650573,3.66882,2.653249,2.585036,3.205043,2.945435,2.499317,3.025542,16.4357766634045,"NL","STA-NL00138",98,"automatic","background","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,-999,-999,24.6896557849205,20.6933708190918,24.6896557849205,19.0372347955704,16.4736557006836,23.9538745904766,3,"urban",0.121878220038624,0.168891104892645,10893.56,"B65",0.59470223212103
"66",66,6.018069,52.655,12.2198256296706,7.71902912621359,11.3870804369414,9.78570379436965,2.833484,0.040477,0.990782,0.337027,0.089076,2.338261,5355,0,0,5355,0,768570,0,0,219.061432,1596.721313,12072.589844,0,0,0,0,0,0,0,0,1896.111572,0,0,7526.194336,0,21050.84375,79.929321,0,1644.728149,0,0,11655.485352,138.529205,60177.0625,593.475098,0,13.263374,7.302919,4.469666,1.168565,4.354909,7.789983,8.30696,14.41097,17.656015,17.72578,17.443439,13.939535,377.819183,4.882584,3.866147,4.445088,3.384628,4.524754,3.845084,3.677722,3.300409,3.768312,3.197111,3.071948,3.345279,10.9324372654765,"NL","STA-NL00818",1,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,11.1994103967554,11.2030801773071,11.1994103967554,10.9958277010918,11.015323638916,10.8152711018917,1,"rural",0.200039950384995,0.233831762278457,3313.41,"B66",0.804440053195472
"67",67,6.043064,51.120278,17.8243907916901,12.9236214285714,17.9090584088621,16.5123484848485,2.943841,2.261573,1.200389,0.984734,1.868976,34.052246,0,0,0,81090,0,136680,0,0,1447.746216,6046.570312,20200.332031,0,0,0,0,0,0,0,0,4194.680664,0,0,12385.212891,0,20057.013672,2104.896973,0,6827.640625,504.84845,55.042908,27973.773438,1580.131592,149045.671875,2894.734619,193.736343,13.590312,6.940109,4.619605,0.487699,5.75696,9.092197,8.655158,15.575103,19.476707,19.19265,18.693638,14.520478,635.788818,3.75897,3.093386,3.855896,2.805379,3.496335,3.459361,2.644658,2.541499,3.110169,2.790148,2.40103,2.874886,16.786113459295,"NL","STA-NL00107",32,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo49i",4,-999,-999,15.5508780514729,16.5461959838867,15.5508780514729,17.2019050998688,16.7231063842773,15.8145082993914,2,"suburban",0.00496827895436389,0,0,"B67",1
"68",71,6.277508,53.331667,8.93691514437242,6.33531117397455,8.6553933747412,7.73367245657568,2.808721,0,0.240877,0.323627,0.015354,1.678427,21165,0,0,116790,0,130560,0,0,127.34211,1461.054932,3644.336914,0,0,0,0,0,0,0,0,1383.876831,0,0,6439.418945,0,17049.259766,0,0,691.228394,0,0,9194.05957,0,40147.800781,0,0,13.316465,7.877395,5.016695,1.935688,4.107092,7.356489,7.99865,13.451424,16.487421,17.168154,17.156296,14.099616,302.07193,6.5812,5.287591,5.960303,4.783916,5.935503,4.851168,4.923778,4.278379,4.648665,4.146777,4.193446,4.306225,8.25974799649904,"NL","STA-NL00934",1,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",4,-999,-999,9.45815767140085,8.16706275939941,9.45815767140085,8.79593038845062,8.24053001403809,10.1077838291996,1,"rural",0.00427577306900816,0.00765200948237206,64.84,"B71",1
"69",74,6.403614,52.389167,12.8838052843194,8.77122564935066,12.7399944040291,11.6385207100592,2.801031,0.019065,0.569732,0.338171,0.060954,9.790991,0,0,0,0,0,71145,0,0,41.985432,2301.903809,12010.771484,0,0,0,0,0,0,0,0,0,0,0,4253.169922,0,19724.167969,0,0,1992.181274,0,0,24047.148438,537.991211,91275.609375,974.056519,0,12.999158,6.73562,4.13152,0.306393,4.328787,7.783046,8.079056,14.657333,18.170429,17.929939,17.520721,13.749231,401.089111,4.301132,3.442501,3.987556,3.031043,4.029137,3.499803,3.220358,3.010404,3.452869,2.884782,2.73064,3.016469,11.9476175657553,"NL","STA-NL00807",7,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,11.3255220205848,10.7035732269287,11.3255220205848,11.6283441181183,11.578631401062,11.4801821282214,1,"rural",0.226316174097738,0.478416816262808,539.99,"B74",0.922045340553415
"70",80,6.5789,53.218056,30.3093596196868,21.2602635228849,18.9031085949562,17.3354752851711,2.750883,35.267494,11.386733,19.953575,34.500824,4.651087,69870,0,0,1201305,0,1529235,510,0,12394.3125,87556.4375,137042.65625,1829.124023,0,0,57624.429688,0,99844.289062,0,0,0,0,0,2785.791992,0,11702.774414,0,0,52959.640625,1088.154419,144.640488,301877.5,6660.690918,502001.46875,15965.527344,305.952698,13.050946,7.252766,4.409501,1.203851,4.047711,7.436889,8.008326,13.867744,16.813074,17.289312,17.112595,13.786443,314.269867,5.251229,4.126582,4.726176,3.680257,4.820001,4.019047,4.037537,3.565593,3.827888,3.357485,3.37127,3.495222,24.6343401825491,"NL","STA-NL00937",2,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,6,2,37.220982898925,35.8218307495117,37.220982898925,29.7833064661026,24.9160995483398,36.9039753658794,3,"urban",0.479435170357014,0.498067425975729,4150.72,"B80",0.800869362262631
"71",82,6.605839,52.0925,13.6979581944865,9.27938727415555,14.4756998813761,12.552,2.857723,0,0.877792,0.544775,0.001315,21.086531,0,0,0,221340,0,802740,0,0,138.50145,5020.452637,16388.257812,0,0,0,12208.371094,0,23486.769531,0,0,0,0,0,0,0,3879.854004,0,0,2005.906372,0,0,45625.8125,515.942322,119487.640625,966.075012,0,13.087526,6.73044,4.203488,0.305479,4.688542,8.125498,8.225339,15.007507,18.588564,18.398613,17.937923,13.972703,431.243988,4.029147,3.216879,3.786003,2.853032,3.748697,3.298938,2.976403,2.772376,3.253521,2.747207,2.545506,2.840981,12.9323633546842,"NL","STA-NL00722",19,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",4,-999,-999,12.796211442132,12.3063259124756,12.796211442132,13.2796479697227,12.979377746582,12.7737101204695,1,"rural",0.0184893639847458,0.0236165045467748,337.09,"B82",1
"72",83,6.608897,53.246944,12.2026593103449,8.28223809523811,10.9548789932236,9.44758949880668,2.765773,4.883247,7.039857,5.786246,5.503552,1.975677,0,0,0,91290,0,977160,0,0,3479.852295,32094.236328,83472.0625,0,0,0,29331.417969,0,62244.65625,0,0,0,0,0,6435.175293,0,12766.633789,0,0,11089.355469,193.274445,19.784138,119040.875,1143.247803,308573.5625,3264.461914,100.226036,13.089553,7.351496,4.502939,1.328331,4.036743,7.425831,8.012936,13.806911,16.755648,17.280703,17.141827,13.855826,313.424316,5.478794,4.321429,4.9385,3.871624,5.007486,4.15975,4.20968,3.684097,3.965043,3.489356,3.519862,3.635296,10.8964342594349,"NL","STA-NL00938",-1,"automatic","background","suburban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,-999,-999,18.2773105164211,19.9708843231201,18.2773105164211,13.9156060562134,11.8137493133545,18.1489738015518,3,"urban",0.0844398127793178,0.113396910518578,2010.68,"B83",0.490642782834524
"73",104,6.933333,52.876667,10.6058484257453,7.46624826629682,11.8927837573385,10.7386519607843,2.775639,0.327195,0.340444,0.242751,0.381386,10.592728,255,0,0,255,255,59415,255,0,559.421448,2085.095703,7655.095703,0,0,0,0,0,0,0,0,0,0,0,0,0,7674.111328,0,0,5264.65625,0,0,17129.404297,0,71818.703125,0,0,12.854901,6.764548,3.979133,0.540273,4.005058,7.595402,8.060267,14.202801,17.220657,17.444307,17.247822,13.675713,362.986115,4.741276,3.802156,4.376656,3.236468,4.441487,3.716752,3.630862,3.257829,3.53705,3.075537,3.061539,3.275147,10.326890477662,"NL","STA-NL00929",10,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,10.690012816135,11.071888923645,10.690012816135,10.3853716511726,10.3903026580811,10.772163326765,2,"suburban",0.0187782756388219,0.0230072847222674,244.51,"B104",0.882461752191529
