"","X.2","Longitude","Latitude","X.1","X","wkd_day_value","wnd_day_value","wkd_night_value","wnd_night_value","radiation","nightlight_450","nightlight_4950","nightlight_3150","nightlight_900","elevation","industry_1000","industry_100","industry_25","industry_3000","industry_300","industry_5000","industry_500","industry_50","population_1000","population_3000","population_5000","road_class_1_1000","road_class_1_100","road_class_1_25","road_class_1_3000","road_class_1_300","road_class_1_5000","road_class_1_500","road_class_1_50","road_class_2_1000","road_class_2_100","road_class_2_25","road_class_2_3000","road_class_2_300","road_class_2_5000","road_class_2_500","road_class_2_50","road_class_3_1000","road_class_3_100","road_class_3_25","road_class_3_3000","road_class_3_300","road_class_3_5000","road_class_3_500","road_class_3_50","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_1","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_1","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","mean_value","Countrycode","AirQualityStation","Altitude","MeasurementType","AirQualityStationType","AirQualityStationArea","EquivalenceDemonstrated","MeasurementEquipment","InletHeight","BuildingDistance","KerbDistance","rf10f_pre","xgb10f_pre","lasso10f_pre","rf_all_pre","xgb_all_pre","lasso_all_pre"
"256",258,9.483397,51.314248,4587,4677,22.1093895671476,15.8654081632653,22.3736587723538,20.0656071428571,2.881,21.018986,10.200269,14.746972,20.866262,185.284195,53295,0,0,1073550,0,3511605,0,0,10648.02832,69758.84375,155076.578125,0,0,0,453.439178,0,21250.476562,0,0,2556.730957,0,0,36137.964844,0,55423.175781,0,0,42869.984375,521.406555,28.691669,232739.515625,5048.882812,584938.8125,13269.884766,97.661308,11.181932,4.979257,2.415444,-2.429421,2.659218,6.671129,6.886869,13.621335,17.285061,17.836334,17.31794,12.558483,336.967957,3.340446,2.703532,3.272808,2.500506,3.033069,2.81416,2.565067,2.055321,2.519783,2.437979,2.185425,2.359858,20.7883350700962,"DE","STA.DE_DEHE013",181,"automatic","background","urban","ref","",3.5,-999,-999,29.3182492550628,29.6418590545654,29.3182492550628,25.258021935463,21.049222946167,28.7925888802315
"257",259,9.485675,47.660056,4726,4816,25.4292213229138,17.8483673469388,21.4489468405216,19.728447204969,3.349249,17.346893,3.005198,6.147222,16.343557,403.385406,128265,0,0,447015,17340,539070,49470,0,8919.766602,30451.160156,44524.5625,0,0,0,0,0,0,0,0,7520.601562,0,0,18477.085938,0,26492.123047,18.655323,0,33325.851562,338.615875,0,116909.734375,4069.281738,208028.234375,9572.981445,0,11.489199,4.720712,0.969515,-3.444945,1.98253,7.18523,8.461431,14.753836,19.848225,19.76404,20.255297,13.588721,302.453918,1.74099,2.020024,1.899076,1.917246,1.770868,2.140124,1.824667,1.712224,1.881379,1.842439,1.450709,1.544338,22.4946338680685,"DE","STA.DE_DEBW038",404,"automatic","background","urban","ref","",3.5,-999,-999,22.6647325565064,19.5509986877441,22.6647325565064,23.1013846445084,22.5275745391846,22.1472620868233
"258",260,9.49112,51.312076,4460,4550,48.1892371705963,33.2450170183799,29.2633333333333,30.3635518474375,2.880337,32.674637,10.419382,14.647783,27.199125,181.856354,1275,0,0,1257660,0,3890280,0,0,8460.613281,68916.40625,157575.84375,0,0,0,5910.435059,0,37847.574219,0,0,3962.28418,0,0,39621.410156,554.702271,56281.5,1839.58667,0,36681.101562,944.221741,98.774521,209174.171875,4904.1875,592257.5625,10721.28125,271.299316,11.173397,4.971356,2.409268,-2.444404,2.652727,6.662906,6.880857,13.616796,17.281376,17.830753,17.312258,12.551665,336.753265,3.337048,2.701073,3.268742,2.498312,3.030651,2.811519,2.561039,2.053824,2.517719,2.436712,2.183938,2.357884,39.1388671495726,"DE","STA.DE_DEHE049",179,"passive","traffic","urban","yes","",3.38,3,5,28.3092176715138,31.140100479126,28.3092176715138,37.4437138586044,39.1114082336426,29.3201596854668
"259",261,9.511769,53.928028,4786,4876,43.453886111111,33.5253536754508,25.9228911564626,23.055995145631,2.772902,8.177359,1.430168,2.856259,7.700118,13.035993,69105,0,0,287895,0,644640,0,0,5196.421875,20245.865234,28857.345703,0,0,0,12947.936523,0,26259.980469,0,0,2090.587402,0,0,9329.498047,398.164764,15598.532227,873.091675,0,24911.652344,291.566956,63.908745,113266.257812,3458.1875,181576.265625,7617.074219,79.582947,12.333676,6.335582,3.968652,0.691292,2.83024,6.472833,7.37584,13.562729,16.569027,16.812466,17.088329,13.936699,350.069183,3.797558,3.136848,3.756607,2.750547,3.598308,3.107597,3.484161,2.99841,3.299785,2.601681,2.813408,2.776821,35.4460343755471,"DE","STA.DE_DESH025",11,"passive","traffic","urban","yes","",3.5,4,1,19.808229426605,18.8139724731445,19.808229426605,28.5107076201439,33.6051139831543,19.9242566620828
"260",262,9.55462,51.70884,4692,4782,9.02829322887521,7.27991836734695,8.26647751605995,7.88388743455497,2.790716,0,0.012247,0.011977,0,294.420715,0,0,0,0,0,0,0,0,1.702309,549.207764,904.251221,0,0,0,0,0,0,0,0,1292.160889,0,0,8950.063477,0,17688.755859,0,0,0,0,0,8386.919922,0,22061.828125,0,0,11.279077,5.127758,2.56592,-1.718435,2.729003,6.849238,6.791063,13.530591,16.968313,17.527119,17.202536,12.545023,305.184601,3.384439,2.706481,3.330438,2.402237,2.988726,2.800871,2.67903,2.05914,2.516918,2.345455,2.204224,2.294359,8.40489372416903,"DE","STA.DE_DENI077",295,"automatic","background","rural","ref","",3.4,-999,-999,10.1948865729627,5.96194410324097,10.1948865729627,7.74249052238464,7.31515121459961,10.0103979354794
"261",263,9.62295,52.82943,4732,4822,12.917152058247,10.2978352620831,13.1135706638116,11.6326474442988,2.785,0.036258,0.442981,0.126964,0.069149,40.925762,0,0,0,42585,0,349350,0,0,515.075317,2227.638672,10155.115234,0,0,0,12292.421875,0,32330.265625,0,0,0,0,0,0,0,10272.463867,0,0,10144.746094,0,0,36299.964844,1464.452393,112872.90625,2916.57251,0,12.416977,6.03631,3.698642,-0.244883,3.192892,7.295876,7.768281,14.354925,17.443262,17.753319,17.741781,13.911456,334.581512,3.727251,3.027174,3.584311,2.531306,3.456426,2.959666,3.104029,2.597139,2.906702,2.485173,2.612864,2.576979,12.3426671351647,"DE","STA.DE_DENI052",38,"automatic","background","suburban","ref","",3.4,-999,-999,14.0022307162019,9.8186149597168,14.0022307162019,11.6280306725502,11.664379119873,13.4076384368003
"262",264,9.657919,49.634841,4543,4633,14.5058873002523,10.5873469387755,13.9517884130982,13.0429104477612,3.098205,5.652161,0.696458,1.429142,4.993948,176.680878,233580,1020,0,235875,19125,427890,83385,0,2347.528564,7450.725586,11581.712891,0,0,0,0,0,11200.416016,0,0,0,0,0,4205.514648,0,12337.841797,0,0,15649.976562,0,0,77169.414062,716.980103,134369.5,2689.850098,0,11.458373,5.120765,2.422068,-2.92527,3.748196,7.641196,8.045298,14.367599,18.82955,19.287304,19.153978,13.242908,368.538818,2.814616,2.675608,3.138144,2.545854,2.827157,2.969904,2.268148,2.026508,2.355642,2.375858,2.071378,2.104023,13.4882392246971,"DE","STA.DE_DEBW059",177,"automatic","background","suburban","ref","",3.5,-999,-999,14.2800415584939,14.2565135955811,14.2800415584939,14.1445903892517,13.5751361846924,13.6845505320711
"263",265,9.680167,50.546384,4488,4578,21.6558779679735,15.8477291666667,22.1886479961371,21.0845145631068,2.977378,13.82533,3.720748,6.985693,13.054262,271.45163,109905,0,0,441915,0,574005,0,0,7621.101562,42109,63446.867188,0,0,0,2889.388916,0,33442.777344,0,0,4529.117188,0,0,27031.996094,176.467896,36397.117188,2378.401367,0,23097.035156,294.08252,60.819847,207500.046875,3035.166992,388958.625,6629.923828,79.383568,10.497894,4.192941,1.219278,-4.025534,2.24114,6.303,6.86024,13.670625,17.573183,18.049767,17.656487,12.315459,313.767303,3.091651,2.600704,3.116174,2.459352,2.866441,2.797514,2.393158,2.048369,2.485343,2.445415,2.214551,2.31916,20.6219983549191,"DE","STA.DE_DEHE134",271,"automatic","background","urban","ref","",3.5,-999,-999,22.9519527090276,23.9034957885742,22.9519527090276,22.4535859947205,20.8416652679443,22.7845781915867
"264",266,9.684854,50.550028,4527,4617,48.1672888396566,35.090768707483,29.9222355769231,30.1195476190476,2.974161,17.671526,3.710121,7.543197,15.729204,274.207153,102255,0,0,499035,0,574005,20400,0,8011.608887,43650.617188,63414.664062,0,0,0,3252.062988,0,33924.484375,0,0,3817.096191,202.543884,25.211052,25313.546875,615.652161,36574.175781,1243.157959,97.341637,26340.238281,184.203979,0,215433.328125,3660.015137,388084.71875,7780.799805,55.877483,10.495453,4.189618,1.224432,-4.017833,2.233282,6.295662,6.849024,13.656779,17.560011,18.037678,17.644882,12.304996,314.114258,3.094358,2.601635,3.117345,2.459452,2.865886,2.796694,2.392695,2.046427,2.482933,2.443988,2.212775,2.317921,39.6136303023433,"DE","STA.DE_DEHE059",277,"automatic","traffic","urban","ref","",3.33,3,5,28.5478475156736,31.8860168457031,28.5478475156736,36.7178418207169,39.2732391357422,28.8633459406073
"265",267,9.68503,53.52418,4403,4492,13.333757273483,10.5278911564626,14.2160265251989,12.6614211212516,2.781747,1.082184,0.462701,0.315573,0.963897,0.467577,60690,4080,510,60690,24225,61965,40290,1275,1463.313843,5254.823242,10652.591797,0,0,0,393.954407,0,9239.929688,0,0,0,0,0,1.925236,0,2149.231934,0,0,10288.775391,101.709137,19.340609,47424.921875,894.054871,85149.90625,1410.928711,46.740696,12.367814,6.196975,3.827535,0.275118,2.985578,6.916198,7.582642,13.931732,16.967859,17.217062,17.463987,13.948523,431.878571,3.843533,3.204156,3.732335,2.745583,3.611342,3.068757,3.396075,2.87609,3.192722,2.602024,2.761316,2.748099,12.9453386775799,"DE","STA.DE_DENI063",3,"automatic","background","rural","ref","",3.3,-999,-999,13.7144893902086,13.2515249252319,13.7144893902086,13.1408200263977,13.0122861862183,13.4676032113716
"266",268,9.688869,47.557473,4556,4646,29.9261152467604,21.9965986394558,18.7039230769231,16.4237261904762,3.355097,6.592445,1.448509,2.421981,5.793386,416.229706,0,0,0,222105,0,354705,0,0,4748.713867,18238.988281,31696.113281,0,0,0,0,0,17222.158203,0,0,0,0,0,11004.261719,0,20510.365234,0,0,25863.070312,520.727844,105.220993,97649.945312,5002.840332,187654.484375,10510.236328,189.629791,10.261319,3.385852,-0.818726,-5.105774,1.123358,6.507516,7.408556,13.688883,18.681601,18.566469,19.157236,12.398969,309.915802,1.522043,1.570937,1.602706,1.589384,1.507964,1.65601,1.464152,1.447749,1.489166,1.454246,1.202767,1.286036,24.4578387995712,"DE","STA.DE_DEBY035",411,"automatic","traffic","urban","ref","",5.3,27,10,20.6301089862423,20.594554901123,20.6301089862423,22.9652259497643,24.094934463501,20.9651443092385
"267",269,9.70612,52.36292,4355,4444,19.1633333333333,14.2799931833674,20.180350132626,16.1906692913386,2.841761,16.338057,13.314964,17.210121,17.768536,84.078522,375870,0,0,1237260,0,1948200,33915,0,9130.702148,73820.859375,167588.9375,3763.452148,0,0,15595.983398,978.748779,39198.507812,1805.672119,0,1395.925293,0,0,14288.857422,0,22402.849609,0,0,25277.517578,259.445801,50.525063,242890.3125,2113.083496,599009.3125,6888.914062,85.958763,12.563001,6.217281,3.774266,-0.285101,3.431474,7.585729,7.894889,14.489921,17.704409,18.164928,18.081911,13.889758,397.666626,3.775334,3.112505,3.663022,2.525484,3.406101,2.961367,3.067898,2.433697,2.845757,2.517889,2.507231,2.518059,18.1922093006005,"DE","STA.DE_DENI054",85,"passive","background","urban","yes","",3.35,-999,-999,26.6694328235032,27.039041519165,26.6694328235032,21.4402491846085,18.5923957824707,25.945944911274
"268",270,9.7155,52.359478,4714,4804,54.0736171983356,38.1480068027211,36.6745281018028,25.2998685939553,2.840947,21.991405,13.568069,18.00358,20.703957,67.646019,251175,7140,1020,1228845,31110,1834470,72930,2040,9133.419922,70959.4375,167558.453125,1528.40918,0,0,15085.810547,13.878887,44371.320312,474.151093,0,3448.476562,398.621429,75.168282,14941.773438,1276.26416,22147.896484,1772.487305,201.737946,26735.574219,84.872437,7.722415,247188.6875,2279.550537,615026.6875,7362.180176,33.439087,12.556304,6.211036,3.767033,-0.296847,3.424989,7.581689,7.889117,14.485205,17.701895,18.164309,18.080151,13.884644,396.940033,3.772907,3.110752,3.661514,2.524002,3.401062,2.96033,3.066251,2.431069,2.843241,2.516772,2.505434,2.516539,44.1571703281507,"DE","STA.DE_DENI048",66,"passive","traffic","urban","yes","",1.7,4,1,36.1430886185435,35.8928985595703,36.1430886185435,41.2426311159134,43.473949432373,35.6579054963018
"269",271,9.733231,49.107878,4382,4471,20.1354473386183,14.3554091539528,19.4861381074169,17.3059493670886,3.156625,7.356635,1.542553,3.108278,7.114578,307.95993,25245,0,0,501330,12495,669120,21165,0,4308.438965,18777.265625,30236.199219,0,0,0,0,0,0,0,0,2705.647705,0,0,15312.922852,0,24579.244141,0,0,33319.042969,322.654785,0,144858.015625,2904.58252,251604.75,7647.644043,0,10.750551,4.457453,1.618908,-4.2988,3.434507,7.25952,7.576941,13.976793,19.066751,19.218298,19.084461,12.897202,361.496521,2.705175,2.593379,3.064403,2.645397,2.796065,3.08183,2.364203,2.095434,2.481135,2.501673,2.084675,2.083293,18.6104142511074,"DE","STA.DE_DEBW056",306,"automatic","background","suburban","ref","",3.5,-999,-999,18.052207627585,16.8813877105713,18.052207627585,18.5296559209824,18.3654441833496,18.2679718917762
"270",272,9.774588,51.291757,4458,4548,6.84731768650462,5.25711511789182,6.45420233463035,5.5732645631068,2.844225,0,0.070274,0.004,0,606.549683,0,0,0,0,0,108630,0,0,0,9.600951,4512.321289,0,0,0,0,0,0,0,0,0,0,0,0,0,8579.148438,0,0,0,0,0,2491.161133,0,61081.980469,0,0,10.957277,4.760731,2.25142,-2.848938,2.489182,6.562812,6.735828,13.510132,17.098339,17.655666,17.260279,12.397077,296.092957,3.252067,2.661561,3.187603,2.421106,2.959626,2.751345,2.504957,2.004471,2.443789,2.367885,2.150278,2.270082,6.32948467314185,"DE","STA.DE_DEHE024",610,"automatic","background","rural","ref","",3.32,-999,-999,10.392281142418,6.04000854492188,10.392281142418,6.28274481582642,6.12682104110718,9.87653240121148
"271",273,9.786234,53.568124,4395,4484,26.2855631399317,24.753253968254,23.1333714285714,25.8791666666667,2.769,4.661007,7.108941,4.374347,4.487942,75.169235,0,0,0,255,0,1802595,0,0,1753.469971,24248.150391,66788.960938,0,0,0,0,0,6582.178711,0,0,0,0,0,8333.460938,0,17383.476562,0,0,16373.40918,176.691223,28.350636,120890.96875,1654.359985,252802.671875,5084.724609,93.512276,12.327027,6.179517,3.80666,0.226327,2.908027,6.8527,7.531054,13.908442,16.964869,17.173168,17.426308,13.948033,454.311829,3.860971,3.225044,3.770459,2.774866,3.626221,3.086353,3.441539,2.918211,3.246212,2.632319,2.797671,2.766087,25.2044684642154,"DE","STA.DE_DEHH049",75,"automatic","background","suburban","ref","",3.5,-999,-999,16.8141718695016,13.8086338043213,16.8141718695016,21.3413553171158,23.6606731414795,16.5999440722518
"272",274,9.80026,50.970024,4668,4758,17.7924089403974,13.1625646258504,14.7296538461538,12.9944761904762,2.912814,4.45939,0.366527,0.788187,3.661866,208.019058,9945,0,0,383265,0,466395,0,0,3595.4375,9477.581055,14919.136719,0,0,0,6074.161133,0,7884.119629,0,0,0,0,0,5823.171875,0,11163.351562,0,0,33492.855469,525.756714,73.723305,86448.320312,3812.186523,150357.859375,10595.359375,137.653763,10.973311,4.646412,2.137506,-3.125726,2.6097,6.529547,6.949631,13.711563,17.520296,18.099319,17.593433,12.582382,305.266022,3.309779,2.745286,3.283928,2.488804,3.06601,2.835257,2.435849,2.006843,2.475111,2.435594,2.185217,2.367415,15.7243604532903,"DE","STA.DE_DEHE032",204,"automatic","background","urban","ref","",3.49,-999,-999,18.0482358872173,15.9188165664673,18.0482358872173,15.7339460997581,15.6321287155151,18.0404144410857
"273",275,9.800325,48.089886,4639,4729,16.9567756356524,12.748843537415,17.8606927710843,16.9275776397516,3.241194,14.872591,2.646541,5.424268,13.48514,537.275879,163200,1275,0,426105,33405,757860,80070,0,5111.735352,22234.013672,33243.503906,0,0,0,11866.337891,0,22759.828125,0,0,5576.255859,0,0,17304.912109,0,24641.074219,1519.553711,0,23080.486328,77.726959,0,122679.375,878.187866,234886,3987.518555,0,10.009698,3.394123,-0.153555,-4.047719,2.399715,6.53761,6.931525,13.129113,18.011293,18.27268,18.484861,11.933821,298.527191,2.528378,2.795826,3.07324,2.69201,2.560731,3.055435,2.234025,2.016931,2.248982,2.30393,1.814997,2.012893,16.3677023638623,"DE","STA.DE_DEBW046",534,"automatic","background","suburban","ref","",3.5,-999,-999,16.858025428326,15.5107402801514,16.858025428326,17.5841763329506,16.0882530212402,16.7462306340598
"274",276,9.832702,53.532075,4371,4460,16.4439414040907,11.886348773842,18.3263378248316,14.7004047619048,2.766503,36.776623,11.550522,13.583107,36.463047,5.60765,689010,12495,1275,1556775,93330,2477070,244545,3315,1938.21814,23586.755859,71582.195312,0,0,0,0,0,3979.635254,0,0,0,0,0,0,0,6100.428711,0,0,4486.478516,0,0,62159.355469,401.266998,231306.40625,840.402039,0,12.318388,6.153606,3.785947,0.145462,2.899443,6.856261,7.529626,13.937389,17.005108,17.199713,17.4489,13.940446,466.765839,3.853832,3.220656,3.762948,2.768461,3.615623,3.083864,3.430934,2.906387,3.236574,2.630778,2.796254,2.756877,15.8579670373449,"DE","STA.DE_DEHH073",5,"automatic","industrial","rural-nearcity","ref","",1.5,-999,-999,16.4342776258516,18.6832828521729,16.4342776258516,17.1106107187271,15.7264165878296,16.2256621023177
"275",277,9.84408,53.535958,4435,4524,19.1022668142818,13.2614353741497,19.38518999519,15.3549761904762,2.766,26.015387,16.573002,16.109594,27.386711,6.247704,694110,0,0,1564935,42075,3218100,181815,0,5894.815918,27189.291016,95601.242188,0,0,0,0,0,14606.53125,0,0,0,0,0,0,0,12191.181641,0,0,10530.194336,326.890106,77.221771,83756.96875,1490.280518,273852,3759.852539,125.96196,12.318382,6.154062,3.785176,0.138833,2.896124,6.856894,7.533051,13.941884,17.01215,17.204063,17.454386,13.944232,471.701996,3.854363,3.221646,3.764555,2.769542,3.615535,3.084389,3.432266,2.907632,3.238451,2.631945,2.797898,2.75754,17.7002053331581,"DE","STA.DE_DEHH072",0,"automatic","industrial","urban","ref","",3.5,-999,-999,19.7496159420058,21.3466968536377,19.7496159420058,19.1997930679321,18.3169097900391,19.6219930369926
"276",278,9.857223,53.480927,4394,4483,13.6030066445183,10.315925170068,13.9360202117421,11.2345476190476,2.767098,5.860709,5.87354,4.07944,5.865682,5.711568,0,0,0,40035,0,1123785,0,0,3817.010986,25217.761719,61744.566406,0,0,0,0,0,14798.223633,0,0,553.193665,0,0,6740.880859,0,11624.896484,0,0,19317.470703,271.537476,53.872192,92607.546875,2094.57959,177119.671875,5739.095703,88.357994,12.318377,6.154593,3.784281,0.131134,2.89227,6.857628,7.537028,13.947104,17.020327,17.209116,17.460756,13.948628,438.18927,3.854979,3.222796,3.766422,2.770798,3.615432,3.084999,3.433814,2.909079,3.240631,2.633301,2.799808,2.75831,12.8306173058219,"DE","STA.DE_DEHH050",3,"automatic","background","suburban","ref","",3.5,-999,-999,18.0268197184017,19.9879550933838,18.0268197184017,14.9352782936096,14.5584716796875,18.1291181520272
"277",279,9.92833,51.5302,4462,4552,45.7902838063439,34.8715507649513,30.8146613333333,26.6881746031746,2.898411,16.726881,4.855157,8.477811,15.344939,152.46875,28050,0,0,1155915,0,2056575,0,0,8978.402344,55160.140625,88762.1875,0,0,0,2404.279053,0,34907.039062,0,0,3149.92041,0,0,12316.598633,0,21118.136719,606.926025,0,28177.210938,640.750122,106.607376,190290.15625,4819.274414,331295.90625,9248.646484,185.533783,11.20246,5.119444,2.532637,-2.101798,2.549669,6.681954,6.924439,13.658258,17.215778,17.75808,17.381662,12.740637,349.845825,3.234096,2.634016,3.174135,2.341654,2.927691,2.717288,2.55888,2.020702,2.417501,2.288991,2.155136,2.217778,38.3256522379171,"DE","STA.DE_DENI068",150,"passive","traffic","urban","yes","",1.7,2,4,27.1323236362063,34.1867446899414,27.1323236362063,36.3949012384415,38.162712097168,27.0700418168099
"278",280,9.935862,50.497711,4594,4684,5.77654696132597,4.22289795918367,5.34322115384615,4.56042857142857,2.955471,0.229336,0.068251,0.061828,0.16493,944.052856,0,0,0,37230,0,82875,0,0,260.642609,869.700195,3714.262207,0,0,0,0,0,0,0,0,0,0,0,5210.079102,0,22931.919922,0,0,777.379883,0,0,25620.451172,0,88530.679688,0,0,9.552279,3.353615,0.455143,-4.732357,1.185116,5.37323,5.696708,12.467607,16.364145,16.85778,16.604712,11.15381,253.257401,3.024008,2.516315,2.998178,2.369221,2.720221,2.685089,2.359948,1.972846,2.396749,2.372923,2.143314,2.21216,5.2616202077182,"DE","STA.DE_DEHE051",931,"automatic","background","rural","ref","",3.65,-999,-999,9.95621893736314,5.17895841598511,9.95621893736314,5.41506371068954,5.06583547592163,9.91276313122635
"279",281,9.943012,53.555668,4627,4717,56.2986459489455,45.196081632653,34.1370769230769,32.5525,2.765865,24.887236,34.208538,36.037289,25.145555,28.784761,36720,0,0,1599360,0,5004885,510,0,11926.546875,92038.445312,236032.5,0,0,0,16359.137695,0,40497.496094,0,0,1763.460449,0,0,24889.046875,0,61964.722656,0,0,42768.414062,795.948547,128.203018,230325.265625,5383.780273,499532.0625,12650.701172,300.605591,12.31041,6.15856,3.78094,0.13517,2.85927,6.840997,7.549268,13.957607,17.051241,17.221165,17.487251,13.974468,496.751984,3.864577,3.235569,3.786196,2.783977,3.620334,3.089984,3.449759,2.92537,3.261383,2.643514,2.815322,2.770315,46.6457700302596,"DE","STA.DE_DEHH070",25,"automatic","traffic","urban","ref","",1.5,14,4,32.8508539318629,38.8163757324219,32.8508539318629,42.02997930336,46.2728271484375,33.4691983668125
"280",282,9.94458,53.564399,4406,4495,52.0114807639081,38.023231292517,37.5228221153846,33.1538214285715,2.765658,24.292501,31.321085,27.41544,23.158318,20.675915,164220,0,0,971805,16575,3959640,53040,0,11877.316406,97143.75,236587.90625,0,0,0,7792.845703,0,37715.585938,0,0,7017.478027,204.085266,28.705303,32008.609375,974.823364,73649.890625,2388.745605,102.096443,30395.941406,232.693146,0,260094.53125,2639.065918,541302.0625,7532.644531,25.004459,12.306622,6.159283,3.780837,0.149762,2.853354,6.830317,7.542958,13.94781,17.042461,17.2111,17.480537,13.974077,487.56311,3.867772,3.238515,3.790711,2.787512,3.623722,3.09131,3.454487,2.930612,3.266637,2.645583,2.817997,2.774347,44.1014041068198,"DE","STA.DE_DEHH064",16,"automatic","traffic","urban","ref","",1.55,3,4,34.54935244928,46.0814056396484,34.54935244928,42.7590704669952,44.4069023132324,34.9396874479762
"281",283,9.944815,53.545269,4404,4493,30.8579130916136,26.3268571428571,30.9087199230029,28.4184642857143,2.765955,40.541336,37.571522,45.591713,44.680832,18.731657,59670,0,0,2228190,0,5824965,0,0,7915.828125,86494.71875,233495.0625,0,0,0,15795.486328,0,38522.875,0,0,0,0,0,14122.256836,0,44406.460938,0,0,29819.552734,433.194092,50.827358,177939.875,3444.119385,464145.5625,8375.351562,106.753456,12.31451,6.157445,3.780723,0.117462,2.865081,6.853151,7.557217,13.970031,17.063377,17.234026,17.496571,13.975751,498.327179,3.86098,3.23244,3.781387,2.780082,3.616262,3.088494,3.44443,2.919425,3.255614,2.641309,2.812617,2.765779,29.7746232225718,"DE","STA.DE_DEHH079",25,"automatic","background","urban","ref","",3.5,-999,-999,27.9260189979245,38.6070556640625,27.9260189979245,32.2511999282837,30.914249420166,29.2773146564242
"282",284,9.947654,49.790526,4518,4608,47.4446305563734,29.4636940836941,31.2719743589743,23.4867003792668,3.103217,13.046832,5.955858,9.583653,13.258224,200.341629,0,0,0,161925,0,962625,0,0,9352.365234,52970.796875,97395.546875,1416.667358,0,0,15379.776367,0,47736.03125,0,0,4392.428711,381.489441,108.391037,17306.287109,1195.562622,24207.353516,2426.881592,177.314682,34987.945312,375.323975,0,190956.71875,4305.725098,367130.40625,11003.298828,9.83594,11.23862,5.16306,2.570122,-2.838246,3.601235,7.44488,7.893089,14.285419,18.554272,19.096251,18.917173,13.122376,384.810669,2.842049,2.640328,3.12994,2.582682,2.87522,2.908949,2.30427,2.002153,2.356698,2.346807,2.070183,2.091236,37.887350211996,"DE","STA.DE_DEBY119",198,"passive","traffic","urban","inprogress","",3.5,14,3,35.7242404147441,36.435375213623,35.7242404147441,37.1060139722824,38.0669403076172,35.9691325897973
"283",285,9.94976,51.55107,4433,4522,17.1788300526754,13.174693877551,15.1582652519894,13.5608746736293,2.879475,11.095491,4.243531,6.351016,10.312738,171.359711,510,0,0,405705,0,1755420,0,0,5842.581543,42130.457031,84008.992188,0,0,0,8426.598633,0,32094.279297,0,0,2374.686523,0,0,13240.147461,0,19932.169922,377.514832,0,20647.699219,0,0,147527.875,917.907471,316427.15625,3194.566895,0,11.22688,5.137054,2.541764,-2.078343,2.554609,6.707409,6.948972,13.686372,17.230558,17.777689,17.413507,12.771928,354.157654,3.239507,2.636547,3.177711,2.341576,2.929778,2.720556,2.565778,2.028631,2.423172,2.290733,2.162431,2.220373,15.5904834116268,"DE","STA.DE_DENI042",170,"passive","background","suburban","yes","",3.3,-999,-999,19.3899812226287,19.0100784301758,19.3899812226287,17.0275521154404,16.2256317138672,19.0052459570795
"284",286,9.95642,49.804695,4665,4755,26.7143204018979,19.1877661795407,23.5338506304559,22.2358751529988,3.102431,10.605383,5.568104,8.070925,9.730855,232.999329,1785,0,0,90015,0,869040,0,0,6662.240234,48793.929688,91087.992188,6987.013672,0,0,21448.216797,0,37377.039062,403.749207,0,2568.149902,0,0,10714.501953,0,19071.824219,3.003514,0,23156.066406,143.673019,0,178581.0625,2171.47168,347093.84375,5834.896484,0,11.218137,5.155998,2.572991,-2.850995,3.589929,7.421696,7.885261,14.284531,18.526545,19.081669,18.889732,13.111923,384.958923,2.838381,2.630856,3.119825,2.579397,2.871677,2.899057,2.305391,1.997667,2.355111,2.342174,2.067575,2.089218,24.0969177235914,"DE","STA.DE_DEBY077",226,"automatic","background","suburban","ref","",3.5,-999,-999,22.1571606859672,18.401782989502,22.1571606859672,22.8437024421692,23.1495513916016,21.9553894952977
"285",287,9.957236,53.560632,4526,4616,58.7976475477973,40.8965714285714,40.128792107796,33.9353571428571,2.766,24.030209,32.89785,31.546049,26.195133,26.033789,22695,0,0,1000110,0,4058070,0,0,11936.925781,96834.945312,247097.59375,0,0,0,0,0,36479.300781,0,0,4636.722168,185.107269,52.650749,32954.214844,650.814697,86182.085938,1170.235474,105.390869,37629.898438,317.333466,0,261880.203125,3025.880859,545737.5625,8862.564453,0,12.306445,6.157534,3.779269,0.141473,2.851219,6.832404,7.546684,13.954643,17.052319,17.218388,17.48798,13.976763,493.855133,3.867083,3.238568,3.790723,2.787068,3.622047,3.091024,3.453431,2.929342,3.266038,2.645606,2.81855,2.773505,48.5751160008073,"DE","STA.DE_DEHH026",20,"automatic","traffic","urban","ref","",1.7,6,2,34.9177059231138,36.3236656188965,34.9177059231138,43.6528061408997,47.8901596069336,35.0283909206734
