iter	Passed	Remaining
1686	8362	6508
1687	8367	6503
1688	8373	6499
1689	8379	6495
1690	8383	6489
1691	8389	6485
1692	8394	6480
1693	8399	6475
1694	8405	6471
1695	8410	6466
1696	8414	6461
1697	8419	6456
1698	8426	6452
1699	8430	6447
1700	8435	6442
1701	8441	6438
1702	8446	6432
1703	8451	6427
1704	8457	6424
1705	8462	6418
1706	8466	6413
1707	8473	6409
1708	8477	6404
1709	8482	6398
1710	8488	6394
1711	8493	6390
1712	8498	6384
1713	8505	6381
1714	8509	6376
1715	8514	6370
1716	8519	6366
1717	8526	6362
1718	8531	6357
1719	8538	6354
1720	8543	6349
1721	8547	6343
1722	8553	6339
1723	8559	6334
1724	8564	6330
1725	8568	6324
1726	8577	6322
1727	8582	6317
1728	8587	6312
1729	8591	6307
1730	8596	6301
1731	8600	6296
1732	8605	6291
1733	8609	6286
1734	8614	6281
1735	8619	6276
1736	8624	6270
1737	8628	6265
1738	8633	6260
1739	8637	6254
1740	8642	6249
1741	8646	6244
1742	8651	6239
1743	8655	6233
1744	8660	6228
1745	8664	6223
1746	8669	6218
1747	8674	6213
1748	8680	6208
1749	8684	6203
1750	8689	6198
1751	8694	6193
1752	8699	6188
1753	8704	6183
1754	8709	6178
1755	8713	6173
1756	8719	6168
1757	8723	6163
1758	8728	6158
1759	8733	6153
1760	8739	6148
1761	8743	6143
1762	8749	6139
1763	8754	6134
1764	8759	6129
1765	8765	6124
1766	8771	6120
1767	8776	6115
1768	8782	6111
1769	8786	6106
1770	8792	6101
1771	8797	6096
1772	8802	6091
1773	8807	6086
1774	8813	6082
1775	8819	6077
1776	8824	6073
1777	8829	6068
1778	8835	6064
1779	8840	6059
1780	8845	6054
1781	8850	6049
1782	8854	6043
1783	8860	6039
1784	8865	6034
1785	8870	6029
1786	8876	6025
1787	8881	6020
1788	8885	6014
1789	8891	6010
1790	8895	6005
1791	8901	6000
1792	8906	5995
1793	8911	5990
1794	8916	5985
1795	8921	5980
1796	8925	5975
1797	8930	5970
1798	8935	5965
1799	8939	5959
1800	8945	5955
1801	8951	5951
1802	8958	5947
1803	8964	5943
1804	8970	5938
1805	8976	5934
1806	8982	5930
1807	8986	5924
1808	8991	5920
1809	8996	5914
1810	9001	5909
1811	9006	5905
1812	9011	5900
1813	9016	5895
1814	9021	5889
1815	9025	5884
1816	9030	5879
1817	9035	5874
1818	9040	5869
1819	9045	5864
1820	9049	5859
1821	9054	5854
1822	9059	5849
1823	9064	5844
1824	9069	5839
1825	9073	5833
1826	9078	5828
1827	9082	5823
1828	9087	5818
1829	9092	5812
1830	9096	5807
1831	9101	5802
1832	9106	5797
1833	9110	5792
1834	9115	5786
1835	9119	5781
1836	9124	5776
1837	9128	5771
1838	9133	5766
1839	9137	5760
1840	9142	5755
1841	9147	5750
1842	9151	5745
1843	9156	5740
1844	9161	5735
1845	9165	5729
1846	9170	5724
1847	9174	5719
1848	9179	5714
1849	9183	5708
1850	9188	5703
1851	9193	5698
1852	9198	5693
1853	9202	5688
1854	9208	5683
1855	9212	5678
1856	9217	5673
1857	9221	5668
1858	9226	5662
1859	9230	5657
1860	9235	5652
1861	9241	5648
1862	9247	5643
1863	9253	5639
1864	9259	5634
1865	9264	5630
1866	9269	5625
1867	9282	5625
1868	9288	5621
1869	9294	5616
1870	9299	5611
1871	9304	5606
1872	9309	5601
1873	9314	5596
1874	9319	5591
1875	9324	5586
1876	9329	5581
1877	9334	5576
1878	9339	5572
1879	9345	5567
1880	9350	5562
1881	9355	5557
1882	9359	5552
1883	9365	5547
1884	9369	5542
1885	9374	5537
1886	9379	5532
1887	9383	5527
1888	9388	5522
1889	9393	5516
1890	9398	5511
1891	9402	5506
1892	9407	5501
1893	9411	5496
1894	9416	5490
1895	9421	5485
1896	9425	5480
1897	9430	5475
1898	9434	5470
1899	9439	5464
1900	9444	5459
1901	9448	5454
1902	9453	5449
1903	9458	5444
1904	9462	5439
1905	9467	5433
1906	9472	5429
1907	9477	5424
1908	9482	5419
1909	9487	5414
1910	9491	5408
1911	9496	5403
1912	9501	5398
1913	9506	5394
1914	9512	5389
1915	9517	5384
1916	9523	5380
1917	9527	5374
1918	9533	5370
1919	9539	5365
1920	9544	5360
1921	9548	5355
1922	9553	5350
1923	9557	5345
1924	9562	5340
1925	9575	5339
1926	9580	5334
1927	9585	5329
1928	9590	5324
1929	9595	5319
1930	9600	5314
1931	9604	5309
1932	9609	5304
1933	9614	5299
1934	9619	5294
1935	9623	5289
1936	9628	5283
1937	9632	5278
1938	9637	5273
1939	9641	5268
1940	9646	5263
1941	9651	5258
1942	9656	5253
1943	9661	5248
1944	9665	5242
1945	9670	5237
1946	9674	5232
1947	9680	5227
1948	9685	5222
1949	9691	5218
1950	9695	5213
1951	9700	5208
1952	9705	5202
1953	9710	5197
1954	9714	5192
1955	9719	5187
1956	9724	5182
1957	9728	5177
1958	9733	5172
1959	9738	5167
1960	9743	5162
1961	9747	5156
1962	9751	5151
1963	9756	5146
1964	9761	5141
1965	9766	5136
1966	9770	5131
1967	9775	5125
1968	9779	5120
1969	9784	5115
1970	9789	5110
1971	9793	5105
1972	9798	5100
1973	9802	5094
1974	9807	5089
1975	9811	5084
1976	9816	5079
1977	9821	5074
1978	9825	5069
1979	9830	5064
1980	9835	5059
1981	9839	5053
1982	9844	5048
1983	9848	5043
1984	9853	5038
1985	9857	5033
1986	9862	5028
1987	9867	5022
1988	9871	5017
1989	9876	5012
1990	9881	5007
1991	9885	5002
1992	9889	4997
1993	9894	4991
1994	9898	4986
1995	9903	4981
1996	9907	4976
1997	9912	4971
1998	9916	4965
1999	9921	4960
2000	9925	4955
2001	9930	4950
2002	9934	4945
2003	9939	4939
2004	9943	4934
2005	9948	4929
2006	9952	4924
2007	9957	4919
2008	9974	4920
2009	9978	4914
2010	9983	4909
2011	9987	4904
2012	9992	4899
2013	9996	4894
2014	10001	4889
2015	10005	4883
2016	10010	4878
2017	10014	4873
2018	10019	4868
2019	10024	4863
2020	10029	4858
2021	10034	4853
2022	10039	4848
2023	10044	4843
2024	10048	4838
2025	10053	4833
2026	10058	4828
2027	10064	4823
2028	10068	4818
2029	10073	4813
2030	10077	4808
2031	10082	4803
2032	10087	4797
2033	10091	4792
2034	10096	4787
2035	10100	4782
2036	10105	4777
2037	10109	4772
2038	10114	4766
2039	10118	4761
2040	10123	4756
2041	10127	4751
2042	10132	4746
2043	10136	4740
2044	10141	4735
2045	10145	4730
2046	10150	4725
2047	10154	4720
2048	10159	4715
2049	10164	4710
2050	10168	4705
2051	10173	4699
2052	10178	4694
2053	10182	4689
2054	10187	4684
2055	10191	4679
2056	10195	4674
2057	10200	4668
2058	10204	4663
2059	10209	4658
2060	10214	4653
2061	10218	4648
2062	10223	4643
2063	10228	4638
2064	10232	4633
2065	10237	4627
2066	10241	4622
2067	10253	4621
2068	10258	4615
2069	10262	4610
2070	10267	4605
2071	10271	4600
2072	10276	4595
2073	10281	4590
2074	10285	4585
2075	10290	4580
2076	10294	4574
2077	10299	4569
2078	10303	4564
2079	10308	4559
2080	10312	4554
2081	10317	4549
2082	10321	4543
2083	10326	4538
2084	10330	4533
2085	10335	4528
2086	10340	4523
2087	10344	4518
2088	10349	4513
2089	10353	4508
2090	10358	4503
2091	10363	4498
2092	10367	4492
2093	10373	4488
2094	10377	4483
2095	10382	4478
2096	10387	4472
2097	10391	4467
2098	10396	4462
2099	10401	4457
2100	10405	4452
2101	10410	4447
2102	10415	4442
2103	10420	4437
2104	10426	4432
2105	10431	4428
2106	10436	4423
2107	10442	4418
2108	10446	4413
2109	10452	4408
2110	10457	4404
2111	10462	4399
2112	10468	4394
2113	10474	4389
2114	10478	4384
2115	10483	4379
2116	10489	4375
2117	10494	4370
2118	10500	4365
2119	10505	4360
2120	10509	4355
2121	10514	4350
2122	10518	4345
2123	10523	4340
2124	10527	4335
2125	10532	4329
2126	10537	4324
2127	10541	4319
2128	10546	4314
2129	10550	4309
2130	10555	4304
2131	10560	4299
2132	10564	4294
2133	10569	4289
2134	10574	4284
2135	10580	4279
2136	10586	4275
2137	10591	4270
2138	10595	4265
2139	10600	4260
2140	10604	4254
2141	10609	4249
2142	10614	4244
2143	10618	4239
2144	10623	4234
2145	10628	4229
2146	10632	4224
2147	10637	4219
2148	10642	4214
2149	10647	4209
2150	10651	4204
2151	10656	4199
2152	10660	4194
2153	10665	4189
2154	10670	4183
2155	10674	4178
2156	10679	4173
2157	10684	4168
2158	10688	4163
2159	10693	4158
2160	10697	4153
2161	10703	4148
2162	10707	4143
2163	10712	4138
2164	10717	4133
2165	10722	4128
2166	10726	4123
2167	10731	4118
2168	10736	4113
2169	10741	4108
2170	10746	4103
2171	10751	4098
2172	10756	4093
2173	10761	4088
2174	10765	4083
2175	10770	4078
2176	10775	4073
2177	10779	4068
2178	10784	4063
2179	10788	4058
2180	10793	4052
2181	10798	4048
2182	10803	4043
2183	10808	4038
2184	10814	4033
2185	10819	4028
2186	10824	4023
2187	10830	4019
2188	10835	4014
2189	10840	4009
2190	10846	4005
2191	10851	3999
2192	10855	3994
2193	10862	3990
2194	10867	3985
2195	10871	3980
2196	10876	3975
2197	10882	3970
2198	10887	3965
2199	10892	3960
2200	10898	3956
2201	10902	3951
2202	10907	3946
2203	10913	3941
2204	10918	3936
2205	10922	3931
2206	10929	3927
2207	10933	3921
2208	10938	3916
2209	10945	3912
2210	10950	3907
2211	10954	3902
2212	10960	3897
2213	10965	3892
2214	10970	3887
2215	10975	3883
2216	10980	3878
2217	10985	3873
2218	10990	3868
2219	10995	3863
2220	11000	3858
2221	11005	3853
2222	11009	3848
2223	11014	3843
2224	11019	3838
2225	11023	3833
2226	11028	3827
2227	11032	3822
2228	11037	3817
2229	11042	3812
2230	11047	3807
2231	11051	3802
2232	11056	3797
2233	11061	3792
2234	11066	3787
2235	11071	3782
2236	11076	3777
2237	11080	3772
2238	11085	3767
2239	11089	3762
2240	11094	3757
2241	11098	3752
2242	11102	3747
2243	11107	3742
2244	11111	3736
2245	11116	3731
2246	11121	3726
2247	11125	3721
2248	11130	3716
2249	11135	3711
2250	11141	3707
2251	11146	3702
2252	11150	3697
2253	11157	3692
2254	11162	3687
2255	11166	3682
2256	11172	3678
2257	11177	3673
2258	11182	3667
2259	11186	3662
2260	11193	3658
2261	11197	3653
2262	11202	3648
2263	11208	3643
2264	11213	3638
2265	11217	3633
2266	11224	3629
2267	11229	3624
2268	11233	3619
2269	11240	3614
2270	11244	3609
2271	11249	3604
2272	11256	3600
2273	11260	3595
2274	11265	3589
2275	11270	3585
2276	11275	3580
2277	11280	3575
2278	11284	3570
2279	11291	3565
2280	11295	3560
2281	11300	3555
2282	11307	3551
2283	11311	3546
2284	11316	3540
2285	11323	3536
2286	11327	3531
2287	11332	3526
2288	11339	3522
2289	11343	3517
2290	11348	3511
2291	11354	3507
2292	11359	3502
2293	11363	3497
2294	11369	3492
2295	11374	3487
2296	11379	3482
2297	11384	3477
2298	11390	3473
2299	11394	3468
2300	11400	3463
2301	11405	3458
2302	11410	3453
2303	11414	3448
2304	11419	3443
2305	11424	3438
2306	11429	3433
2307	11434	3428
2308	11440	3423
2309	11444	3418
2310	11449	3413
2311	11454	3408
2312	11459	3403
2313	11463	3398
2314	11468	3393
2315	11474	3388
2316	11479	3383
2317	11484	3379
2318	11489	3373
2319	11493	3368
2320	11498	3363
2321	11503	3358
2322	11508	3353
2323	11512	3348
2324	11517	3343
2325	11526	3339
2326	11530	3334
2327	11535	3329
2328	11539	3324
2329	11544	3319
2330	11549	3314
2331	11553	3309
2332	11558	3304
2333	11563	3299
2334	11567	3294
2335	11572	3289
2336	11577	3284
2337	11581	3279
2338	11586	3274
2339	11590	3269
2340	11595	3264
2341	11599	3259
2342	11604	3254
2343	11609	3249
2344	11613	3243
2345	11618	3238
2346	11623	3233
2347	11627	3228
2348	11634	3224
2349	11639	3219
2350	11643	3214
2351	11648	3209
2352	11653	3204
2353	11657	3199
2354	11662	3194
2355	11666	3189
2356	11671	3184
2357	11676	3178
2358	11680	3173
2359	11685	3168
2360	11689	3163
2361	11694	3158
2362	11698	3153
2363	11703	3148
2364	11707	3143
2365	11713	3138
2366	11718	3133
2367	11722	3128
2368	11727	3123
2369	11732	3118
2370	11737	3113
2371	11742	3108
2372	11747	3103
2373	11751	3098
2374	11756	3093
2375	11760	3088
2376	11765	3083
2377	11769	3078
2378	11774	3073
2379	11779	3068
2380	11785	3063
2381	11793	3059
2382	11800	3055
2383	11804	3050
2384	11809	3045
2385	11814	3040
2386	11818	3035
2387	11823	3030
2388	11827	3025
2389	11832	3020
2390	11837	3014
2391	11841	3009
2392	11846	3004
2393	11851	2999
2394	11855	2994
2395	11861	2990
2396	11865	2985
2397	11870	2979
2398	11874	2974
2399	11879	2969
2400	11883	2964
2401	11888	2959
2402	11894	2954
2403	11899	2950
2404	11904	2945
2405	11910	2940
2406	11916	2935
2407	11921	2930
2408	11926	2926
2409	11931	2920
2410	11936	2915
2411	11941	2910
2412	11945	2905
2413	11950	2900
2414	11954	2895
2415	11959	2890
2416	11964	2885
2417	11968	2880
2418	11973	2875
2419	11978	2870
2420	11982	2865
2421	11987	2860
2422	11992	2855
2423	11997	2850
2424	12002	2845
2425	12006	2840
2426	12011	2835
2427	12015	2830
2428	12020	2825
2429	12025	2820
2430	12029	2815
2431	12034	2810
2432	12039	2805
2433	12043	2800
2434	12048	2795
2435	12052	2790
2436	12057	2785
2437	12062	2780
2438	12066	2775
2439	12071	2770
2440	12075	2765
2441	12080	2760
2442	12085	2755
2443	12090	2750
2444	12095	2745
2445	12100	2740
2446	12105	2735
2447	12110	2730
2448	12115	2725
2449	12119	2720
2450	12124	2715
2451	12129	2710
2452	12134	2705
2453	12138	2700
2454	12143	2695
2455	12147	2690
2456	12152	2685
2457	12157	2680
2458	12161	2675
2459	12166	2670
2460	12170	2665
2461	12175	2660
2462	12180	2655
2463	12184	2650
2464	12189	2645
2465	12194	2640
2466	12198	2635
2467	12203	2630
2468	12212	2626
2469	12217	2621
2470	12222	2616
2471	12226	2611
2472	12231	2606
2473	12235	2601
2474	12240	2596
2475	12244	2591
2476	12249	2586
2477	12253	2581
2478	12258	2576
2479	12263	2571
2480	12267	2566
2481	12272	2561
2482	12276	2556
2483	12281	2551
2484	12286	2546
2485	12290	2541
2486	12295	2536
2487	12299	2531
2488	12304	2526
2489	12308	2521
2490	12313	2516
2491	12318	2511
2492	12324	2506
2493	12328	2501
2494	12332	2496
2495	12337	2491
2496	12342	2486
2497	12346	2481
2498	12351	2476
2499	12356	2471
2500	12360	2466
2501	12364	2461
2502	12369	2456
2503	12373	2451
2504	12378	2446
2505	12382	2440
2506	12387	2435
2507	12391	2430
2508	12396	2425
2509	12400	2420
2510	12405	2415
2511	12410	2410
2512	12414	2405
2513	12420	2401
2514	12426	2396
2515	12432	2391
2516	12437	2386
2517	12441	2381
2518	12446	2376
2519	12452	2371
2520	12457	2366
2521	12462	2362
2522	12468	2357
2523	12472	2352
2524	12477	2347
2525	12481	2342
2526	12486	2337
2527	12491	2332
2528	12495	2327
2529	12500	2322
2530	12504	2317
2531	12509	2312
2532	12514	2307
2533	12524	2303
2534	12529	2298
2535	12533	2293
2536	12538	2288
2537	12543	2283
2538	12547	2278
2539	12552	2273
2540	12557	2268
2541	12561	2263
2542	12566	2258
2543	12570	2253
2544	12574	2248
2545	12579	2243
2546	12583	2238
2547	12588	2233
2548	12592	2228
2549	12597	2223
2550	12602	2218
2551	12607	2213
2552	12613	2208
2553	12618	2203
2554	12623	2198
2555	12628	2193
2556	12632	2188
2557	12637	2183
2558	12641	2178
2559	12646	2173
2560	12651	2168
2561	12655	2163
2562	12660	2158
2563	12664	2153
2564	12669	2148
2565	12673	2143
2566	12678	2138
2567	12683	2133
2568	12687	2128
2569	12692	2123
2570	12696	2118
2571	12701	2113
2572	12705	2108
2573	12710	2103
2574	12714	2098
2575	12719	2093
2576	12725	2088
2577	12730	2083
2578	12735	2078
2579	12740	2074
2580	12745	2069
2581	12750	2064
2582	12755	2059
2583	12759	2054
2584	12764	2049
2585	12769	2044
2586	12773	2039
2587	12778	2034
2588	12782	2029
2589	12787	2024
2590	12791	2019
2591	12796	2014
2592	12801	2009
2593	12805	2004
2594	12809	1999
2595	12814	1994
2596	12818	1989
2597	12823	1984
2598	12828	1979
2599	12832	1974
2600	12837	1969
2601	12841	1964
2602	12846	1959
2603	12851	1954
2604	12855	1949
2605	12860	1944
2606	12864	1939
2607	12869	1934
2608	12873	1929
2609	12878	1924
2610	12883	1919
2611	12887	1914
2612	12892	1909
2613	12896	1904
2614	12901	1899
2615	12905	1894
2616	12910	1889
2617	12915	1884
2618	12919	1879
2619	12924	1874
2620	12928	1869
2621	12933	1864
2622	12938	1859
2623	12943	1854
2624	12948	1849
2625	12952	1844
2626	12956	1839
2627	12961	1834
2628	12965	1829
2629	12972	1825
2630	12977	1820
2631	12981	1815
2632	12986	1810
2633	12991	1805
2634	12996	1800
2635	13001	1795
2636	13006	1790
2637	13010	1785
2638	13015	1780
2639	13019	1775
2640	13024	1770
2641	13028	1765
2642	13033	1760
2643	13037	1755
2644	13042	1750
2645	13047	1745
2646	13051	1740
2647	13056	1735
2648	13060	1730
2649	13064	1725
2650	13069	1720
2651	13074	1715
2652	13079	1710
2653	13084	1705
2654	13089	1700
2655	13094	1695
2656	13099	1691
2657	13104	1686
2658	13109	1681
2659	13113	1676
2660	13118	1671
2661	13122	1666
2662	13127	1661
2663	13132	1656
2664	13136	1651
2665	13141	1646
2666	13146	1641
2667	13150	1636
2668	13155	1631
2669	13160	1626
2670	13164	1621
2671	13175	1617
2672	13183	1612
2673	13196	1608
2674	13201	1603
2675	13206	1599
2676	13211	1594
2677	13215	1589
2678	13220	1584
2679	13224	1579
2680	13229	1574
2681	13234	1569
2682	13238	1564
2683	13243	1559
2684	13248	1554
2685	13252	1549
2686	13257	1544
2687	13261	1539
2688	13266	1534
2689	13271	1529
2690	13275	1524
2691	13280	1519
2692	13285	1514
2693	13291	1509
2694	13296	1504
2695	13301	1499
2696	13306	1494
2697	13310	1489
2698	13315	1484
2699	13320	1480
2700	13324	1475
2701	13329	1470
2702	13334	1465
2703	13340	1460
2704	13345	1455
2705	13351	1450
2706	13357	1445
2707	13362	1440
2708	13367	1435
2709	13372	1430
2710	13376	1425
2711	13381	1421
2712	13386	1416
2713	13390	1411
2714	13395	1406
2715	13400	1401
2716	13405	1396
2717	13411	1391
2718	13417	1386
2719	13421	1381
2720	13426	1376
2721	13431	1371
2722	13438	1366
2723	13445	1362
2724	13450	1357
2725	13454	1352
2726	13459	1347
2727	13464	1342
2728	13468	1337
2729	13473	1332
2730	13477	1327
2731	13482	1322
2732	13487	1317
2733	13491	1312
2734	13496	1307
2735	13501	1302
2736	13505	1297
2737	13510	1292
2738	13514	1287
2739	13519	1282
2740	13523	1277
2741	13528	1272
2742	13533	1267
2743	13537	1262
2744	13542	1258
2745	13546	1253
2746	13551	1248
2747	13555	1243
2748	13560	1238
2749	13565	1233
2750	13569	1228
2751	13574	1223
2752	13578	1218
2753	13583	1213
2754	13587	1208
2755	13592	1203
2756	13596	1198
2757	13601	1193
2758	13605	1188
2759	13611	1183
2760	13615	1178
2761	13619	1173
2762	13624	1168
2763	13629	1163
2764	13633	1158
2765	13638	1153
2766	13642	1148
2767	13647	1143
2768	13652	1138
2769	13656	1133
2770	13661	1128
2771	13665	1124
2772	13670	1119
2773	13674	1114
2774	13679	1109
2775	13684	1104
2776	13688	1099
2777	13693	1094
2778	13697	1089
2779	13702	1084
2780	13706	1079
2781	13711	1074
2782	13716	1069
2783	13720	1064
2784	13725	1059
2785	13730	1054
2786	13734	1049
2787	13739	1044
2788	13743	1039
2789	13748	1034
2790	13754	1029
2791	13759	1025
2792	13763	1020
2793	13768	1015
2794	13773	1010
2795	13778	1005
2796	13782	1000
2797	13787	995
2798	13792	990
2799	13797	985
2800	13801	980
2801	13805	975
2802	13810	970
2803	13815	965
2804	13819	960
2805	13824	955
2806	13829	950
2807	13833	945
2808	13838	940
2809	13842	935
2810	13847	931
2811	13852	926
2812	13856	921
2813	13861	916
2814	13865	911
2815	13870	906
2816	13874	901
2817	13890	897
2818	13894	892
2819	13899	887
2820	13904	882
2821	13908	877
2822	13913	872
2823	13917	867
2824	13922	862
2825	13926	857
2826	13931	852
2827	13935	847
2828	13940	842
2829	13944	837
2830	13949	832
2831	13953	827
2832	13959	822
2833	13963	817
2834	13968	812
2835	13973	808
2836	13977	803
2837	13981	798
2838	13986	793
2839	13991	788
2840	13995	783
2841	14000	778
2842	14004	773
2843	14009	768
2844	14014	763
2845	14018	758
2846	14023	753
2847	14028	748
2848	14032	743
2849	14037	738
2850	14042	733
2851	14046	728
2852	14051	723
2853	14055	719
2854	14060	714
2855	14064	709
2856	14069	704
2857	14073	699
2858	14078	694
2859	14083	689
2860	14088	684
2861	14093	679
2862	14097	674
2863	14103	669
2864	14108	664
2865	14112	659
2866	14117	654
2867	14122	649
2868	14127	645
2869	14132	640
2870	14136	635
2871	14141	630
2872	14146	625
2873	14150	620
2874	14155	615
2875	14159	610
2876	14164	605
2877	14168	600
2878	14173	595
2879	14178	590
2880	14182	585
2881	14190	581
2882	14194	576
2883	14199	571
2884	14204	566
2885	14208	561
2886	14213	556
2887	14217	551
2888	14222	546
2889	14227	541
2890	14231	536
2891	14235	531
2892	14240	526
2893	14245	521
2894	14249	516
2895	14254	511
2896	14259	506
2897	14263	502
2898	14268	497
2899	14272	492
2900	14277	487
2901	14281	482
2902	14286	477
2903	14291	472
2904	14295	467
2905	14300	462
2906	14305	457
2907	14309	452
2908	14314	447
2909	14318	442
2910	14323	437
2911	14327	432
2912	14332	428
2913	14337	423
2914	14342	418
2915	14346	413
2916	14351	408
2917	14355	403
2918	14360	398
2919	14364	393
2920	14369	388
2921	14373	383
2922	14378	378
2923	14382	373
2924	14387	368
2925	14392	363
2926	14397	359
2927	14402	354
2928	14406	349
2929	14411	344
2930	14416	339
2931	14421	334
2932	14426	329
2933	14432	324
2934	14438	319
2935	14443	314
2936	14448	309
2937	14453	305
2938	14457	300
2939	14462	295
2940	14467	290
2941	14472	285
2942	14476	280
2943	14481	275
2944	14486	270
2945	14490	265
2946	14495	260
2947	14499	255
2948	14504	250
2949	14509	245
2950	14513	240
2951	14518	236
2952	14522	231
2953	14527	226
2954	14532	221
2955	14536	216
2956	14541	211
2957	14545	206
2958	14549	201
2959	14554	196
2960	14558	191
2961	14563	186
2962	14568	181
2963	14572	176
2964	14577	172
2965	14583	167
2966	14587	162
2967	14592	157
2968	14596	152
2969	14601	147
2970	14606	142
2971	14610	137
2972	14615	132
2973	14619	127
2974	14624	122
2975	14628	117
2976	14634	113
2977	14639	108
2978	14644	103
2979	14649	98
2980	14654	93
2981	14658	88
2982	14663	83
2983	14667	78
2984	14672	73
2985	14676	68
2986	14681	63
2987	14685	58
2988	14690	54
2989	14695	49
2990	14699	44
2991	14704	39
2992	14708	34
2993	14713	29
2994	14717	24
2995	14722	19
2996	14726	14
2997	14731	9
2998	14736	4
2999	14741	0
