iter	Passed	Remaining
876	4333	10490
877	4337	10484
878	4342	10478
879	4347	10473
880	4351	10467
881	4356	10461
882	4361	10455
883	4365	10449
884	4370	10443
885	4374	10438
886	4379	10432
887	4383	10426
888	4388	10420
889	4393	10415
890	4397	10409
891	4402	10403
892	4406	10397
893	4411	10392
894	4416	10386
895	4420	10380
896	4425	10375
897	4430	10370
898	4434	10364
899	4439	10358
900	4443	10352
901	4448	10346
902	4453	10343
903	4459	10340
904	4464	10336
905	4470	10333
906	4476	10331
907	4481	10325
908	4486	10320
909	4491	10315
910	4496	10310
911	4502	10307
912	4507	10303
913	4512	10298
914	4516	10292
915	4521	10286
916	4526	10281
917	4530	10275
918	4535	10269
919	4539	10264
920	4544	10258
921	4548	10251
922	4553	10246
923	4558	10241
924	4563	10237
925	4568	10232
926	4574	10230
927	4579	10225
928	4585	10221
929	4591	10220
930	4597	10217
931	4602	10213
932	4607	10208
933	4613	10204
934	4617	10199
935	4622	10193
936	4627	10187
937	4631	10181
938	4636	10175
939	4640	10169
940	4645	10163
941	4649	10158
942	4656	10156
943	4660	10150
944	4665	10144
945	4669	10138
946	4673	10132
947	4678	10126
948	4683	10121
949	4688	10116
950	4693	10112
951	4699	10109
952	4703	10103
953	4708	10097
954	4712	10091
955	4717	10085
956	4721	10080
957	4726	10074
958	4731	10069
959	4735	10062
960	4740	10057
961	4744	10051
962	4748	10045
963	4754	10042
964	4759	10036
965	4764	10031
966	4769	10026
967	4773	10020
968	4778	10014
969	4782	10008
970	4787	10002
971	4791	9997
972	4796	9993
973	4802	9988
974	4806	9983
975	4811	9977
976	4815	9972
977	4820	9966
978	4825	9961
979	4829	9954
980	4834	9948
981	4838	9943
982	4843	9937
983	4847	9931
984	4852	9925
985	4858	9923
986	4863	9918
987	4868	9915
988	4873	9910
989	4878	9904
990	4884	9901
991	4889	9898
992	4895	9894
993	4902	9894
994	4907	9888
995	4912	9883
996	4918	9882
997	4924	9878
998	4928	9872
999	4936	9872
1000	4940	9867
1001	4945	9861
1002	4952	9861
1003	4957	9855
1004	4961	9849
1005	4968	9848
1006	4973	9842
1007	4977	9837
1008	4984	9834
1009	4989	9830
1010	4993	9824
1011	4999	9821
1012	5005	9817
1013	5009	9811
1014	5015	9808
1015	5020	9804
1016	5025	9798
1017	5030	9795
1018	5036	9791
1019	5041	9785
1020	5046	9782
1021	5053	9780
1022	5059	9776
1023	5065	9773
1024	5070	9769
1025	5075	9765
1026	5082	9763
1027	5086	9757
1028	5091	9752
1029	5098	9751
1030	5103	9747
1031	5108	9742
1032	5115	9741
1033	5120	9735
1034	5125	9730
1035	5130	9725
1036	5135	9720
1037	5140	9716
1038	5145	9712
1039	5150	9706
1040	5155	9701
1041	5159	9696
1042	5164	9691
1043	5169	9686
1044	5174	9681
1045	5179	9675
1046	5184	9670
1047	5188	9664
1048	5193	9659
1049	5198	9654
1050	5203	9648
1051	5208	9643
1052	5212	9638
1053	5217	9632
1054	5222	9627
1055	5226	9622
1056	5231	9617
1057	5236	9611
1058	5241	9607
1059	5246	9602
1060	5251	9597
1061	5256	9593
1062	5261	9587
1063	5266	9582
1064	5271	9577
1065	5276	9572
1066	5280	9566
1067	5285	9560
1068	5290	9556
1069	5295	9550
1070	5299	9545
1071	5304	9540
1072	5309	9535
1073	5314	9529
1074	5318	9524
1075	5323	9518
1076	5327	9513
1077	5332	9507
1078	5338	9504
1079	5343	9498
1080	5347	9493
1081	5352	9488
1082	5357	9483
1083	5362	9477
1084	5367	9472
1085	5372	9468
1086	5376	9462
1087	5381	9457
1088	5386	9451
1089	5390	9446
1090	5396	9442
1091	5401	9438
1092	5406	9432
1093	5411	9428
1094	5416	9422
1095	5421	9417
1096	5425	9412
1097	5430	9407
1098	5435	9401
1099	5439	9396
1100	5444	9391
1101	5449	9385
1102	5454	9381
1103	5460	9377
1104	5466	9374
1105	5472	9372
1106	5477	9366
1107	5481	9360
1108	5489	9359
1109	5493	9354
1110	5498	9348
1111	5505	9347
1112	5510	9342
1113	5517	9340
1114	5522	9335
1115	5526	9330
1116	5532	9325
1117	5538	9324
1118	5543	9318
1119	5549	9314
1120	5554	9311
1121	5559	9305
1122	5565	9302
1123	5571	9299
1124	5577	9296
1125	5585	9295
1126	5590	9290
1127	5595	9285
1128	5602	9284
1129	5607	9279
1130	5612	9275
1131	5624	9280
1132	5629	9275
1133	5635	9273
1134	5641	9269
1135	5646	9264
1136	5653	9262
1137	5657	9257
1138	5662	9251
1139	5669	9249
1140	5673	9244
1141	5678	9238
1142	5684	9236
1143	5689	9230
1144	5694	9225
1145	5699	9221
1146	5704	9215
1147	5709	9210
1148	5714	9206
1149	5719	9200
1150	5724	9196
1151	5729	9190
1152	5734	9185
1153	5738	9179
1154	5743	9174
1155	5747	9168
1156	5752	9163
1157	5757	9158
1158	5761	9152
1159	5766	9147
1160	5771	9141
1161	5776	9136
1162	5781	9131
1163	5786	9126
1164	5790	9120
1165	5795	9115
1166	5799	9109
1167	5804	9104
1168	5809	9098
1169	5813	9093
1170	5818	9088
1171	5823	9082
1172	5828	9077
1173	5832	9072
1174	5837	9067
1175	5842	9061
1176	5847	9056
1177	5851	9050
1178	5856	9045
1179	5861	9039
1180	5865	9034
1181	5870	9029
1182	5875	9024
1183	5880	9018
1184	5884	9013
1185	5890	9009
1186	5897	9007
1187	5902	9003
1188	5907	8998
1189	5912	8993
1190	5916	8987
1191	5921	8981
1192	5926	8976
1193	5931	8972
1194	5936	8966
1195	5941	8961
1196	5946	8956
1197	5950	8951
1198	5955	8946
1199	5960	8941
1200	5965	8936
1201	5970	8931
1202	5976	8927
1203	5982	8923
1204	5988	8920
1205	5993	8916
1206	5999	8911
1207	6004	8906
1208	6009	8902
1209	6014	8897
1210	6019	8892
1211	6024	8887
1212	6028	8881
1213	6033	8876
1214	6038	8871
1215	6043	8866
1216	6048	8861
1217	6053	8856
1218	6057	8850
1219	6062	8845
1220	6066	8839
1221	6071	8833
1222	6075	8827
1223	6080	8822
1224	6084	8816
1225	6089	8810
1226	6094	8806
1227	6098	8800
1228	6103	8794
1229	6107	8789
1230	6112	8784
1231	6117	8778
1232	6121	8772
1233	6126	8767
1234	6130	8762
1235	6135	8756
1236	6139	8750
1237	6144	8745
1238	6149	8739
1239	6153	8734
1240	6158	8728
1241	6162	8723
1242	6167	8717
1243	6171	8711
1244	6176	8706
1245	6180	8700
1246	6185	8694
1247	6189	8689
1248	6194	8683
1249	6198	8678
1250	6203	8672
1251	6207	8666
1252	6215	8666
1253	6220	8660
1254	6224	8655
1255	6229	8649
1256	6234	8644
1257	6239	8639
1258	6243	8633
1259	6248	8628
1260	6252	8622
1261	6257	8617
1262	6262	8612
1263	6267	8607
1264	6272	8603
1265	6277	8597
1266	6282	8592
1267	6287	8587
1268	6291	8582
1269	6296	8576
1270	6301	8572
1271	6308	8570
1272	6313	8564
1273	6317	8559
1274	6323	8555
1275	6328	8550
1276	6333	8545
1277	6339	8541
1278	6344	8537
1279	6349	8532
1280	6355	8529
1281	6360	8524
1282	6365	8518
1283	6370	8514
1284	6376	8510
1285	6381	8504
1286	6385	8499
1287	6392	8497
1288	6397	8491
1289	6402	8486
1290	6408	8483
1291	6413	8478
1292	6418	8473
1293	6425	8470
1294	6429	8465
1295	6434	8459
1296	6440	8456
1297	6447	8454
1298	6453	8450
1299	6459	8446
1300	6464	8441
1301	6468	8436
1302	6475	8433
1303	6480	8428
1304	6485	8423
1305	6492	8421
1306	6497	8416
1307	6503	8412
1308	6518	8420
1309	6523	8415
1310	6528	8410
1311	6533	8406
1312	6538	8401
1313	6543	8396
1314	6549	8391
1315	6555	8388
1316	6561	8384
1317	6566	8380
1318	6571	8375
1319	6576	8369
1320	6581	8364
1321	6586	8359
1322	6591	8355
1323	6597	8351
1324	6602	8346
1325	6606	8340
1326	6611	8335
1327	6616	8330
1328	6621	8325
1329	6626	8320
1330	6631	8315
1331	6636	8310
1332	6641	8305
1333	6645	8299
1334	6650	8294
1335	6655	8288
1336	6659	8283
1337	6664	8277
1338	6668	8272
1339	6673	8267
1340	6678	8261
1341	6682	8255
1342	6686	8250
1343	6689	8242
1344	6694	8237
1345	6699	8232
1346	6703	8226
1347	6708	8221
1348	6713	8216
1349	6718	8211
1350	6723	8206
1351	6728	8201
1352	6732	8195
1353	6737	8190
1354	6742	8185
1355	6746	8179
1356	6751	8174
1357	6756	8169
1358	6760	8163
1359	6766	8159
1360	6772	8155
1361	6777	8150
1362	6783	8146
1363	6788	8142
1364	6793	8137
1365	6799	8133
1366	6804	8129
1367	6809	8123
1368	6815	8120
1369	6820	8115
1370	6826	8110
1371	6831	8106
1372	6837	8102
1373	6841	8096
1374	6843	8087
1375	6848	8082
1376	6854	8078
1377	6859	8073
1378	6864	8069
1379	6870	8065
1380	6875	8060
1381	6881	8056
1382	6886	8051
1383	6891	8046
1384	6896	8042
1385	6902	8037
1386	6906	8032
1387	6911	8027
1388	6917	8023
1389	6922	8017
1390	6927	8013
1391	6934	8010
1392	6938	8005
1393	6943	7999
1394	6950	7996
1395	6954	7991
1396	6957	7983
1397	6963	7979
1398	6968	7975
1399	6974	7971
1400	6980	7967
1401	6986	7962
1402	6990	7957
1403	6995	7951
1404	6999	7945
1405	7003	7940
1406	7008	7935
1407	7013	7929
1408	7017	7924
1409	7022	7918
1410	7026	7913
1411	7031	7907
1412	7035	7902
1413	7040	7897
1414	7045	7891
1415	7049	7886
1416	7054	7880
1417	7058	7875
1418	7063	7869
1419	7068	7864
1420	7072	7859
1421	7078	7854
1422	7082	7849
1423	7087	7843
1424	7092	7838
1425	7096	7833
1426	7101	7827
1427	7105	7822
1428	7110	7817
1429	7115	7811
1430	7119	7806
1431	7124	7800
1432	7128	7795
1433	7132	7789
1434	7137	7784
1435	7141	7778
1436	7146	7773
1437	7150	7767
1438	7155	7761
1439	7159	7756
1440	7164	7750
1441	7168	7745
1442	7173	7740
1443	7177	7734
1444	7182	7729
1445	7187	7723
1446	7191	7718
1447	7196	7713
1448	7200	7707
1449	7205	7702
1450	7209	7696
1451	7214	7691
1452	7218	7685
1453	7223	7680
1454	7227	7675
1455	7232	7669
1456	7236	7664
1457	7241	7658
1458	7245	7653
1459	7250	7647
1460	7254	7642
1461	7259	7637
1462	7264	7632
1463	7269	7627
1464	7274	7622
1465	7279	7616
1466	7283	7611
1467	7288	7606
1468	7293	7600
1469	7297	7595
1470	7302	7590
1471	7307	7585
1472	7312	7580
1473	7316	7574
1474	7321	7569
1475	7326	7564
1476	7330	7559
1477	7335	7553
1478	7339	7548
1479	7344	7543
1480	7349	7537
1481	7353	7532
1482	7357	7526
1483	7362	7521
1484	7367	7515
1485	7371	7510
1486	7376	7505
1487	7380	7499
1488	7385	7494
1489	7389	7489
1490	7394	7483
1491	7398	7478
1492	7403	7472
1493	7407	7467
1494	7412	7462
1495	7416	7456
1496	7421	7451
1497	7425	7445
1498	7430	7440
1499	7435	7435
1500	7439	7429
1501	7444	7424
1502	7450	7420
1503	7456	7416
1504	7461	7412
1505	7467	7407
1506	7472	7403
1507	7478	7398
1508	7482	7393
1509	7487	7388
1510	7492	7383
1511	7497	7378
1512	7503	7374
1513	7507	7369
1514	7512	7364
1515	7517	7358
1516	7522	7353
1517	7526	7348
1518	7531	7343
1519	7536	7338
1520	7542	7333
1521	7547	7329
1522	7552	7324
1523	7557	7319
1524	7562	7314
1525	7566	7308
1526	7571	7303
1527	7575	7298
1528	7580	7292
1529	7584	7287
1530	7589	7282
1531	7594	7277
1532	7599	7271
1533	7603	7266
1534	7608	7261
1535	7612	7255
1536	7617	7250
1537	7622	7245
1538	7627	7240
1539	7631	7235
1540	7636	7230
1541	7641	7225
1542	7646	7219
1543	7650	7214
1544	7655	7209
1545	7659	7203
1546	7664	7198
1547	7669	7193
1548	7674	7188
1549	7679	7183
1550	7683	7178
1551	7688	7173
1552	7693	7168
1553	7697	7162
1554	7702	7157
1555	7706	7151
1556	7711	7146
1557	7715	7141
1558	7720	7136
1559	7724	7130
1560	7729	7125
1561	7733	7119
1562	7738	7114
1563	7743	7109
1564	7747	7103
1565	7752	7098
1566	7756	7093
1567	7761	7088
1568	7765	7082
1569	7770	7077
1570	7774	7072
1571	7779	7066
1572	7783	7061
1573	7788	7056
1574	7792	7050
1575	7797	7045
1576	7801	7039
1577	7806	7034
1578	7818	7036
1579	7826	7033
1580	7832	7030
1581	7838	7025
1582	7843	7021
1583	7849	7016
1584	7853	7011
1585	7858	7006
1586	7862	7000
1587	7867	6995
1588	7872	6990
1589	7877	6985
1590	7882	6981
1591	7887	6976
1592	7892	6970
1593	7898	6967
1594	7903	6961
1595	7907	6956
1596	7914	6953
1597	7919	6947
1598	7923	6942
1599	7930	6939
1600	7935	6934
1601	7940	6929
1602	7946	6925
1603	7951	6920
1604	7955	6914
1605	7961	6910
1606	7966	6905
1607	7971	6900
1608	7977	6896
1609	7983	6892
1610	7988	6887
1611	7994	6883
1612	8000	6879
1613	8004	6873
1614	8010	6869
1615	8015	6864
1616	8020	6859
1617	8025	6855
1618	8031	6850
1619	8036	6845
1620	8040	6840
1621	8046	6836
1622	8051	6830
1623	8056	6825
1624	8061	6821
1625	8066	6816
1626	8070	6810
1627	8075	6805
1628	8079	6800
1629	8084	6794
1630	8088	6789
1631	8100	6790
1632	8105	6785
1633	8109	6779
1634	8114	6774
1635	8118	6768
1636	8123	6763
1637	8128	6758
1638	8132	6753
1639	8136	6747
1640	8141	6742
1641	8146	6737
1642	8150	6731
1643	8155	6726
1644	8159	6721
1645	8163	6715
1646	8168	6710
1647	8172	6704
1648	8177	6699
1649	8182	6694
1650	8186	6689
1651	8191	6683
1652	8195	6678
1653	8200	6673
1654	8204	6667
1655	8209	6662
1656	8213	6657
1657	8218	6652
1658	8222	6646
1659	8227	6641
1660	8231	6636
1661	8236	6630
1662	8240	6625
1663	8245	6620
1664	8250	6614
1665	8254	6609
1666	8259	6604
1667	8263	6598
1668	8268	6593
1669	8272	6588
1670	8277	6583
1671	8281	6577
1672	8286	6572
1673	8291	6567
1674	8296	6562
1675	8302	6558
1676	8308	6554
1677	8313	6549
1678	8317	6544
1679	8323	6539
1680	8329	6535
1681	8333	6530
1682	8340	6526
1683	8345	6521
1684	8350	6516
1685	8356	6512
